"file_name","degree","modularity_class","modularity_measure"
"tests/oauth2/rfc6749/test_server.py","102","2","0.27065130126566445"
"oauthlib/oauth1/rfc5849/endpoints/resource.py","87","1","0.27065130126566445"
"oauthlib/oauth.py","24","0","0.27065130126566445"
"oauthlib/oauth2/draft25/parameters.py","44","0","0.27065130126566445"
"oauthlib/oauth2/rfc6749/errors.py","103","2","0.27065130126566445"
"tests/oauth2/rfc6749/endpoints/test_extra_credentials.py","79","2","0.27065130126566445"
"tests/oauth2/rfc6749/endpoints/test_revocation_endpoint.py","77","2","0.27065130126566445"
"oauthlib/oauth1/rfc5849/parameters.py","108","0","0.27065130126566445"
"tests/oauth1/rfc5849/test_parameters.py","103","0","0.27065130126566445"
"tests/oauth1/rfc5849/test_client.py","77","0","0.27065130126566445"
"oauthlib/oauth2/draft25/utils.py","47","0","0.27065130126566445"
"tests/oauth2/rfc6749/grant_types/test_authorization_code.py","81","2","0.27065130126566445"
"oauthlib/oauth1/rfc5849/signature.py","108","0","0.27065130126566445"
"setup.py","105","0","0.27065130126566445"
"oauthlib/oauth1/rfc5849/endpoints/base.py","87","1","0.27065130126566445"
"tests/oauth2/rfc6749/test_client.py","57","0","0.27065130126566445"
"tests/oauth2/rfc6749/test_utils.py","101","2","0.27065130126566445"
"tests/oauth2_draft25/test_tokens.py","3","0","0.27065130126566445"
"oauthlib/common.py","83","0","0.27065130126566445"
"tests/test_common.py","90","0","0.27065130126566445"
"oauthlib/oauth2/ext/auditor.py","3","0","0.27065130126566445"
"oauthlib/oauth2_draft25/tokens.py","3","0","0.27065130126566445"
"tests/oauth1/__init__.py","23","0","0.27065130126566445"
"oauthlib/oauth2/rfc6749/clients/service_application.py","77","2","0.27065130126566445"
"oauthlib/oauth2/rfc6749/clients/web_application.py","89","1","0.27065130126566445"
"tests/oauth1/rfc5849/test_signatures.py","103","0","0.27065130126566445"
"tests/oauth2/rfc6749/test_request_validator.py","79","2","0.27065130126566445"
"tests/oauth2/rfc6749/clients/__init__.py","6","3","0.27065130126566445"
"tests/oauth1/rfc5849/test_server.py","40","0","0.27065130126566445"
"tests/test_parameters.py","24","0","0.27065130126566445"
"oauthlib/oauth2/rfc6749/tokens.py","106","3","0.27065130126566445"
"oauthlib/oauth2/rfc6749/endpoints/__init__.py","43","1","0.27065130126566445"
"oauthlib/oauth2/rfc6749/utils.py","106","1","0.27065130126566445"
"tests/oauth2/rfc6749/endpoints/test_error_responses.py","79","2","0.27065130126566445"
"examples/skeleton_oauth2_web_application_server.py","3","2","0.27065130126566445"
"tests/unittest/__init__.py","25","0","0.27065130126566445"
"tests/oauth2/rfc6749/test_servers.py","53","0","0.27065130126566445"
"oauthlib/oauth2/rfc6749/parameters.py","107","1","0.27065130126566445"
"oauthlib/parameters.py","23","0","0.27065130126566445"
"docs/conf.py","74","2","0.27065130126566445"
"oauthlib/oauth2/rfc6749/clients/mobile_application.py","89","1","0.27065130126566445"
"tests/oauth1/rfc5849/endpoints/test_base.py","80","1","0.27065130126566445"
"tests/oauth2/draft25/test_servers.py","32","0","0.27065130126566445"
"oauthlib/oauth2/rfc6749/grant_types/base.py","85","2","0.27065130126566445"
"tests/oauth2/__init__.py","23","0","0.27065130126566445"
"tests/oauth2/draft25/__init__.py","51","0","0.27065130126566445"
"tests/oauth2/rfc6749/clients/test_mobile_application.py","17","3","0.27065130126566445"
"oauthlib/oauth2/rfc6749/__init__.py","67","1","0.27065130126566445"
"tests/parameters.py","3","0","0.27065130126566445"
"tests/test_signatures.py","23","0","0.27065130126566445"
"tests/oauth2/draft25/test_server.py","46","0","0.27065130126566445"
"tests/test_utils.py","23","0","0.27065130126566445"
"tests/oauth2/draft25/test_grant_types.py","35","0","0.27065130126566445"
"tests/oauth2/rfc6749/endpoints/test_base_endpoint.py","79","2","0.27065130126566445"
"oauthlib/oauth2/rfc6749/grant_types/implicit.py","87","2","0.27065130126566445"
"oauthlib/oauth2/draft25/exceptions.py","44","0","0.27065130126566445"
"tests/oauth2/rfc6749/clients/test_legacy_application.py","17","3","0.27065130126566445"
"oauthlib/__init__.py","37","1","0.27065130126566445"
"tests/oauth1/rfc5849/endpoints/test_resource.py","81","1","0.27065130126566445"
"oauthlib/oauth2/rfc6749/clients/__init__.py","43","1","0.27065130126566445"
"tests/oauth2/rfc6749/clients/test_service_application.py","79","2","0.27065130126566445"
"tests/oauth2/rfc6749/endpoints/__init__.py","19","2","0.27065130126566445"
"oauthlib/oauth2/rfc6749/endpoints/pre_configured.py","86","1","0.27065130126566445"
"oauthlib/oauth2/rfc6749/grant_types/refresh_token.py","87","2","0.27065130126566445"
"oauthlib/signals.py","11","3","0.27065130126566445"
"oauthlib/oauth2/rfc6749/endpoints/base.py","88","1","0.27065130126566445"
"tests/oauth2/rfc6749/endpoints/test_resource_owner_association.py","79","2","0.27065130126566445"
"oauthlib/oauth2/rfc6749/clients/backend_application.py","89","1","0.27065130126566445"
"oauthlib/oauth1/__init__.py","74","0","0.27065130126566445"
"tests/oauth1/rfc5849/__init__.py","23","0","0.27065130126566445"
"tests/oauth2/draft25/test_client.py","44","0","0.27065130126566445"
"oauthlib/oauth1/rfc5849/request_validator.py","87","1","0.27065130126566445"
"tests/oauth1/rfc5849/test_request_validator.py","80","1","0.27065130126566445"
"oauthlib/oauth2/ext/__init__.py","11","0","0.27065130126566445"
"tests/oauth2/rfc6749/test_grant_types.py","53","0","0.27065130126566445"
"oauthlib/oauth2/rfc6749/grant_types/resource_owner_password_credentials.py","87","2","0.27065130126566445"
"tests/oauth2/rfc6749/endpoints/test_client_authentication.py","79","2","0.27065130126566445"
"oauthlib/oauth2/rfc6749/grant_types.py","51","0","0.27065130126566445"
"oauthlib/oauth2/rfc6749/endpoints/authorization.py","86","1","0.27065130126566445"
"tests/oauth2/rfc6749/grant_types/test_openid_connect.py","76","2","0.27065130126566445"
"oauthlib/oauth2/ext/flask.py","6","0","0.27065130126566445"
"tests/oauth2/rfc6749/endpoints/test_credentials_preservation.py","79","2","0.27065130126566445"
"oauthlib/oauth1/rfc5849/endpoints/access_token.py","87","1","0.27065130126566445"
"tests/oauth2/rfc6749/clients/test_backend_application.py","79","3","0.27065130126566445"
"tests/oauth1/rfc5849/endpoints/test_signature_only.py","76","2","0.27065130126566445"
"tests/oauth2_draft25/__init__.py","22","0","0.27065130126566445"
"oauthlib/oauth2/rfc6749/clients/legacy_application.py","89","1","0.27065130126566445"
"oauthlib/oauth2_draft25/__init__.py","22","0","0.27065130126566445"
"tests/oauth2/rfc6749/endpoints/test_prompt_handling.py","75","2","0.27065130126566445"
"tests/oauth2/rfc6749/clients/test_base.py","78","2","0.27065130126566445"
"oauthlib/oauth1/rfc5849/endpoints/pre_configured.py","84","1","0.27065130126566445"
"oauthlib/utils.py","23","0","0.27065130126566445"
"tests/oauth2/draft25/test_utils.py","45","0","0.27065130126566445"
"tests/oauth2/rfc6749/grant_types/test_implicit.py","81","2","0.27065130126566445"
"tests/oauth2_draft25/test_utils.py","3","0","0.27065130126566445"
"oauthlib/oauth2/rfc6749/request_validator.py","92","2","0.27065130126566445"
"tests/oauth1/rfc5849/endpoints/test_authorization.py","80","1","0.27065130126566445"
"oauthlib/oauth2/rfc6749/grant_types/openid_connect.py","77","2","0.27065130126566445"
"oauthlib/oauth2/draft25/errors.py","34","0","0.27065130126566445"
"tests/oauth2/rfc6749/grant_types/__init__.py","19","2","0.27065130126566445"
"tests/oauth2/rfc6749/grant_types/test_refresh_token.py","81","2","0.27065130126566445"
"tests/oauth2/rfc6749/test_tokens.py","97","2","0.27065130126566445"
"tests/oauth1/rfc5849/endpoints/test_request_token.py","80","1","0.27065130126566445"
"tests/oauth2/rfc6749/grant_types/test_client_credentials.py","81","2","0.27065130126566445"
"oauthlib/oauth1/rfc5849/endpoints/authorization.py","87","1","0.27065130126566445"
"oauthlib/uri_validate.py","83","1","0.27065130126566445"
"tests/oauth2/rfc6749/clients/test_web_application.py","79","3","0.27065130126566445"
"oauthlib/oauth2/draft25/grant_types.py","35","0","0.27065130126566445"
"oauthlib/oauth1/rfc5849/__init__.py","85","0","0.27065130126566445"
"tests/oauth2/rfc6749/grant_types/test_resource_owner_password.py","81","2","0.27065130126566445"
"tests/oauth1/rfc5849/endpoints/test_access_token.py","80","1","0.27065130126566445"
"tests/__init__.py","2","0","0.27065130126566445"
"tests/oauth2/rfc6749/__init__.py","30","0","0.27065130126566445"
"oauthlib/oauth2_draft25/utils.py","3","0","0.27065130126566445"
"oauthlib/oauth2/__init__.py","87","0","0.27065130126566445"
"tests/oauth2/rfc6749/test_parameters.py","100","3","0.27065130126566445"
"oauthlib/oauth2/draft25/__init__.py","59","0","0.27065130126566445"
"oauthlib/oauth2/rfc6749/grant_types/authorization_code.py","88","2","0.27065130126566445"
"tests/oauth2/draft25/test_tokens.py","45","0","0.27065130126566445"
"oauthlib/oauth2/rfc6749/clients/base.py","86","1","0.27065130126566445"
"oauthlib/oauth2/rfc6749/endpoints/revocation.py","83","1","0.27065130126566445"
"oauthlib/oauth1/rfc5849/endpoints/request_token.py","87","1","0.27065130126566445"
"oauthlib/oauth2/rfc6749/grant_types/client_credentials.py","87","2","0.27065130126566445"
"tests/oauth2/draft25/test_parameters.py","43","0","0.27065130126566445"
"oauthlib/oauth2/rfc6749/exceptions.py","49","0","0.27065130126566445"
"oauthlib/oauth2/ext/django/__init__.py","9","0","0.27065130126566445"
"oauthlib/signature.py","23","0","0.27065130126566445"
"tests/oauth2/rfc6749/endpoints/test_openid_connect_params_handling.py","2","2","0.27065130126566445"
"oauthlib/oauth2/rfc6749/endpoints/token.py","86","1","0.27065130126566445"
"oauthlib/oauth1/rfc5849/endpoints/__init__.py","21","1","0.27065130126566445"
"tests/oauth2/rfc6749/endpoints/test_utils.py","19","2","0.27065130126566445"
"oauthlib/oauth1/rfc5849/utils.py","107","0","0.27065130126566445"
"tests/oauth1/rfc5849/test_utils.py","103","0","0.27065130126566445"
"tests/oauth1/rfc5849/endpoints/__init__.py","19","1","0.27065130126566445"
".travis_install.py","1","2","0.27065130126566445"
"oauthlib/oauth1/rfc5849/endpoints/signature_only.py","81","1","0.27065130126566445"
"tests/oauth2/rfc6749/endpoints/test_scope_handling.py","80","2","0.27065130126566445"
"oauthlib/oauth1/rfc5849/errors.py","81","2","0.27065130126566445"
"oauthlib/oauth2/rfc6749/grant_types/__init__.py","36","2","0.27065130126566445"
"oauthlib/oauth2/rfc6749/endpoints/resource.py","46","1","0.27065130126566445"
"oauthlib/oauth2/ext/django.py","15","0","0.27065130126566445"
"oauthlib/oauth2/draft25/tokens.py","48","0","0.27065130126566445"
"tests/oauth2/rfc6749/endpoints/test_claims_handling.py","77","2","0.27065130126566445"
"file_name","degree","modularity_class","modularity_measure"
"tests/oauth2/rfc6749/test_server.py","102","2","0.27065130126566445"
"oauthlib/oauth1/rfc5849/endpoints/resource.py","87","1","0.27065130126566445"
"oauthlib/oauth.py","24","0","0.27065130126566445"
"oauthlib/oauth2/draft25/parameters.py","44","0","0.27065130126566445"
"oauthlib/oauth2/rfc6749/errors.py","103","2","0.27065130126566445"
"tests/oauth2/rfc6749/endpoints/test_extra_credentials.py","79","2","0.27065130126566445"
"tests/oauth2/rfc6749/endpoints/test_revocation_endpoint.py","77","2","0.27065130126566445"
"oauthlib/oauth1/rfc5849/parameters.py","108","0","0.27065130126566445"
"tests/oauth1/rfc5849/test_parameters.py","103","0","0.27065130126566445"
"tests/oauth1/rfc5849/test_client.py","77","0","0.27065130126566445"
"oauthlib/oauth2/draft25/utils.py","47","0","0.27065130126566445"
"tests/oauth2/rfc6749/grant_types/test_authorization_code.py","81","2","0.27065130126566445"
"oauthlib/oauth1/rfc5849/signature.py","108","0","0.27065130126566445"
"setup.py","105","0","0.27065130126566445"
"oauthlib/oauth1/rfc5849/endpoints/base.py","87","1","0.27065130126566445"
"tests/oauth2/rfc6749/test_client.py","57","0","0.27065130126566445"
"tests/oauth2/rfc6749/test_utils.py","101","2","0.27065130126566445"
"tests/oauth2_draft25/test_tokens.py","3","0","0.27065130126566445"
"oauthlib/common.py","83","0","0.27065130126566445"
"tests/test_common.py","90","0","0.27065130126566445"
"oauthlib/oauth2/ext/auditor.py","3","0","0.27065130126566445"
"oauthlib/oauth2_draft25/tokens.py","3","0","0.27065130126566445"
"tests/oauth1/__init__.py","23","0","0.27065130126566445"
"oauthlib/oauth2/rfc6749/clients/service_application.py","77","2","0.27065130126566445"
"oauthlib/oauth2/rfc6749/clients/web_application.py","89","1","0.27065130126566445"
"tests/oauth1/rfc5849/test_signatures.py","103","0","0.27065130126566445"
"tests/oauth2/rfc6749/test_request_validator.py","79","2","0.27065130126566445"
"tests/oauth2/rfc6749/clients/__init__.py","6","3","0.27065130126566445"
"tests/oauth1/rfc5849/test_server.py","40","0","0.27065130126566445"
"tests/test_parameters.py","24","0","0.27065130126566445"
"oauthlib/oauth2/rfc6749/tokens.py","106","3","0.27065130126566445"
"oauthlib/oauth2/rfc6749/endpoints/__init__.py","43","1","0.27065130126566445"
"oauthlib/oauth2/rfc6749/utils.py","106","1","0.27065130126566445"
"tests/oauth2/rfc6749/endpoints/test_error_responses.py","79","2","0.27065130126566445"
"examples/skeleton_oauth2_web_application_server.py","3","2","0.27065130126566445"
"tests/unittest/__init__.py","25","0","0.27065130126566445"
"tests/oauth2/rfc6749/test_servers.py","53","0","0.27065130126566445"
"oauthlib/oauth2/rfc6749/parameters.py","107","1","0.27065130126566445"
"oauthlib/parameters.py","23","0","0.27065130126566445"
"docs/conf.py","74","2","0.27065130126566445"
"oauthlib/oauth2/rfc6749/clients/mobile_application.py","89","1","0.27065130126566445"
"tests/oauth1/rfc5849/endpoints/test_base.py","80","1","0.27065130126566445"
"tests/oauth2/draft25/test_servers.py","32","0","0.27065130126566445"
"oauthlib/oauth2/rfc6749/grant_types/base.py","85","2","0.27065130126566445"
"tests/oauth2/__init__.py","23","0","0.27065130126566445"
"tests/oauth2/draft25/__init__.py","51","0","0.27065130126566445"
"tests/oauth2/rfc6749/clients/test_mobile_application.py","17","3","0.27065130126566445"
"oauthlib/oauth2/rfc6749/__init__.py","67","1","0.27065130126566445"
"tests/parameters.py","3","0","0.27065130126566445"
"tests/test_signatures.py","23","0","0.27065130126566445"
"tests/oauth2/draft25/test_server.py","46","0","0.27065130126566445"
"tests/test_utils.py","23","0","0.27065130126566445"
"tests/oauth2/draft25/test_grant_types.py","35","0","0.27065130126566445"
"tests/oauth2/rfc6749/endpoints/test_base_endpoint.py","79","2","0.27065130126566445"
"oauthlib/oauth2/rfc6749/grant_types/implicit.py","87","2","0.27065130126566445"
"oauthlib/oauth2/draft25/exceptions.py","44","0","0.27065130126566445"
"tests/oauth2/rfc6749/clients/test_legacy_application.py","17","3","0.27065130126566445"
"oauthlib/__init__.py","37","1","0.27065130126566445"
"tests/oauth1/rfc5849/endpoints/test_resource.py","81","1","0.27065130126566445"
"oauthlib/oauth2/rfc6749/clients/__init__.py","43","1","0.27065130126566445"
"tests/oauth2/rfc6749/clients/test_service_application.py","79","2","0.27065130126566445"
"tests/oauth2/rfc6749/endpoints/__init__.py","19","2","0.27065130126566445"
"oauthlib/oauth2/rfc6749/endpoints/pre_configured.py","86","1","0.27065130126566445"
"oauthlib/oauth2/rfc6749/grant_types/refresh_token.py","87","2","0.27065130126566445"
