,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,1313,nilearn,nilearn,Joaoloula,2016-10-17 18:39:07,"The docstring says the `subjects` argument in `fetch_haxby` is a list containing the subjects to be fetched, but it actually also accepts an int as argument, in which case it behaves as the deprecated `n_subjects`. This is problematic because in this case an unaware user can pass an int n as the argument and run  `haxby_dataset.func[0]`, which will return data for subject 1 instead of subject n. It seems to me that we should either:
- Make this use case explicit in the docstring or;
- Throw an error when `subjects` is an int.
",start issue,Unexpected behavior from 'subject' argument on haxby fetcher
2,issue_closed,1313,nilearn,nilearn,AlexandreAbraham,2016-10-31 16:04:19,,closed issue,Unexpected behavior from 'subject' argument on haxby fetcher
3,issue_comment,1313,nilearn,nilearn,AlexandreAbraham,2016-10-19 09:00:35,"> my preference was two have two different arguments: `subjects` and `n_subjects` 

+1
",,
4,issue_comment,1313,nilearn,nilearn,AlexandreAbraham,2016-10-31 16:05:06,"@bthirion I merged the PR of Joao because it makes doc better. Do you want me to open an issue about the two different args?
",,
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,1312,nilearn,nilearn,KamalakerDadi,2016-10-16 12:48:16,"Attempts to Fix #1307 
",start issue,[MRG] Fixing the 'origin' of download link for smith atlas fetcher.
2,issue_closed,1312,nilearn,nilearn,GaelVaroquaux,2016-10-20 21:55:00,,closed issue,[MRG] Fixing the 'origin' of download link for smith atlas fetcher.
3,pull_request_title,1312,nilearn,nilearn,KamalakerDadi,2016-10-16 12:48:16,"Attempts to Fix #1307 
",a61f9e58cb00e9599d46ad09b79a9bc5351f6d3a,[MRG] Fixing the 'origin' of download link for smith atlas fetcher.
4,pull_request_merged,1312,nilearn,nilearn,GaelVaroquaux,2016-10-20 21:55:00,[MRG] Fixing the 'origin' of download link for smith atlas fetcher.,a1f3a4dabcd020199c293e70f778c72653bd963d,Pull request merge from KamalakerDadi/nilearn:fix_fetcher_smith_atlas to nilearn/nilearn:master
5,pull_request_commit,1312,nilearn,nilearn,KamalakerDadi,2016-10-16 12:44:33,Fixing the 'origin' of download link for smith atlas fetcher.,a61f9e58cb00e9599d46ad09b79a9bc5351f6d3a,
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,1314,nilearn,nilearn,KamalakerDadi,2016-10-20 11:10:50,"``` python
In [1]: from nilearn import datasets

In [2]: abide = datasets.fetch_abide_pcp()
Downloading data from https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/cpac/nofilt_noglobal/func_preproc/Pitt_0050003_func_preproc.nii.gz ...
---------------------------------------------------------------------------
AttributeError                            Traceback (most recent call last)
<ipython-input-2-1f1f31175720> in <module>()

AttributeError: can't set attribute
```

Can somebody reproduce it ?'
Seems like download link from amazon is changed. Replacing fcp-indi -> fcp-indi-new in the fetcher download link will work.
",start issue,ABIDE fetcher download link needs to be renamed
2,issue_closed,1314,nilearn,nilearn,AlexandreAbraham,2016-10-31 13:45:31,,closed issue,ABIDE fetcher download link needs to be renamed
3,issue_comment,1314,nilearn,nilearn,AlexandreAbraham,2016-10-31 13:45:31,"As @jpellman explained to Joao and me, the fcp-indi-new bucket was a temporary one and we should point to it. Full answer:

> We recently migrated to a new AWS account.  As part of this migration, the data from the 'fcp-indi' bucket was synced to a temporary bucket ('fcp-indi-new') belonging to our new account.  After the migration of our data to the new account, our old account was deleted, and along with it the old 'fcp-indi' bucket.  In order to preserve the S3 paths that we had been using under the old account, we re-created the 'fcp-indi' bucket under our new account and began syncing all of the data in 'fcp-indi-new' to it.  At this time, I changed the URLs in our documentation to ensure that interested researchers could still access our data from the temporary bucket while it was syncing to the new 'fcp-indi' bucket.  Presently, the file sync is finished and the only reason that the temporary bucket ('fcp-indi-new') is still referred to in the documentation is that we also had to change permissions for all the files in 'fcp-indi' using a script so that they were publicly readable.  This script has finished executing, however, and I am reverting the documentation to refer to the 'fcp-indi' bucket now.
> 
> So to answer your question, the data is the same in 'fcp-indi-new' and 'fcp-indi', but you shouldn't need to change your code.  In fact, you should use 'fcp-indi', since we are going to remove the 'fcp-indi-new' bucket now that our migration is finished.
> 
> ```
> ```
",,
