,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,issue_title,453,pycqa,astroid,hugovk,2017-10-12 06:14:29,,start issue,Update classifiers
1,issue_closed,453,pycqa,astroid,PCManticore,2017-10-12 07:20:59,,closed issue,Update classifiers
2,pull_request_title,453,pycqa,astroid,hugovk,2017-10-12 06:14:29,,6523045937c1e84725e6a322c7838cb91c7b35e6,Update classifiers
3,pull_request_merged,453,pycqa,astroid,PCManticore,2017-10-12 07:20:59,Update classifiers,8fc39027df6b67006a5f0856e3f0869814522330,Pull request merge from Unknown:patch-1 to PyCQA/astroid:master
4,issue_comment,453,pycqa,astroid,PCManticore,2017-10-12 07:20:53,Thanks!,,
5,pull_request_commit,453,pycqa,astroid,hugovk,2017-10-12 06:14:14,Update classifiers,6523045937c1e84725e6a322c7838cb91c7b35e6,
0,issue_title,455,pycqa,astroid,hugovk,2017-10-12 07:59:32,"Resolves https://github.com/PyCQA/astroid/issues/454.

This test was added in commit c2e8ca524793905018e0e4adc5e29e1d3b0446c6 to fix #172, but it's never been passing.

Rather than having all CI builds failing, I recommend removing this test so the CI can be of more use for future PRs. And then revisit the test to make sure the fix for #172 is working as expected.

Here's the failing commit to fix #172:
https://travis-ci.org/hugovk/astroid/builds/286902750

And here's the passing commit (except for pylint) before that one:
https://travis-ci.org/hugovk/astroid/builds/286903238",start issue,Mark test which has never passed as an expected failure
1,issue_closed,455,pycqa,astroid,PCManticore,2017-10-12 09:03:51,,closed issue,Mark test which has never passed as an expected failure
2,pull_request_title,455,pycqa,astroid,hugovk,2017-10-12 07:59:32,"Resolves https://github.com/PyCQA/astroid/issues/454.

This test was added in commit c2e8ca524793905018e0e4adc5e29e1d3b0446c6 to fix #172, but it's never been passing.

Rather than having all CI builds failing, I recommend removing this test so the CI can be of more use for future PRs. And then revisit the test to make sure the fix for #172 is working as expected.

Here's the failing commit to fix #172:
https://travis-ci.org/hugovk/astroid/builds/286902750

And here's the passing commit (except for pylint) before that one:
https://travis-ci.org/hugovk/astroid/builds/286903238",eef6a7628da0ccbf6f659e0156a98a86d92ed387,Mark test which has never passed as an expected failure
3,pull_request_merged,455,pycqa,astroid,PCManticore,2017-10-12 09:03:51,Mark test which has never passed as an expected failure,08db26f34395e2c52023a5d33139975ff47ba8af,Pull request merge from Unknown:rm-failing-test to PyCQA/astroid:master
4,issue_comment,455,pycqa,astroid,PCManticore,2017-10-12 09:04:15,"Thanks @hugovk ! The build still fails, but due to some pylint warnings",,
