,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,779,nilearn,nilearn,GaelVaroquaux,2015-09-10 06:17:39,"It seems to me that in the reference page,  many functions are missing
",start issue,Online reference seems broken
2,issue_closed,779,nilearn,nilearn,lesteve,2015-09-22 09:35:15,,closed issue,Online reference seems broken
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,783,nilearn,nilearn,salma1601,2015-09-21 15:51:34,"I used caching through spyder and when I run my code outside spyder it is recomputing everything. Is this expected behaviour ?
",start issue,cache through spyder
2,issue_closed,783,nilearn,nilearn,lesteve,2015-09-22 14:13:02,,closed issue,cache through spyder
3,issue_comment,783,nilearn,nilearn,lesteve,2015-09-21 15:54:03,"> Is this expected behaviour ?

No. Do you have a self-contained example that reproduces the problem on your machine ?
",,
4,issue_comment,783,nilearn,nilearn,lesteve,2015-09-22 14:13:02,"All right closing then.

I guess you can use an absolute path in your case. Not sure what best practices are, people who use joblib more than me can comment if they wish.
",,
5,issue_comment,783,nilearn,nilearn,salma1601,2015-09-21 16:04:22,"``` python
import nilearn.datasets
import nilearn.input_data
atlas = nilearn.datasets.fetch_atlas_msdl()
dataset = nilearn.datasets.fetch_adhd()
masker = nilearn.input_data.NiftiMapsMasker(
    atlas.maps, resampling_target=""maps"", detrend=True,
    low_pass=None, high_pass=.01, t_r=2.5, standardize=False,
    memory='nilearn_cache', memory_level=1, verbose=2)
time_series = masker.fit_transform(dataset.func[0])
```

The output in spyder 

``` python
[NiftiMapsMasker.fit_transform] loading regions from /home/sb238920/nilearn_data/msdl_atlas/MSDL_rois/msdl_rois.nii
[Memory]    0.0s, 0.0min: Loading filter_and_extract...
```

and when I run it outside spyder

``` python
[NiftiMapsMasker.fit_transform] loading regions from /home/sb238920/nilearn_data/msdl_atlas/MSDL_rois/msdl_rois.nii
________________________________________________________________________________
[Memory] Calling nilearn.input_data.base_masker.filter_and_extract...
filter_and_extract('/home/sb238920/nilearn_data/adhd/data/0010042/0010042_rest_tshift_RPI_voreg_mni.nii.gz', 
```

etc.
",,
6,issue_comment,783,nilearn,nilearn,salma1601,2015-09-22 13:52:19,"Yes, thanks !
spyder created nilearn_cache in the same folder where the code is located.
",,
7,issue_comment,783,nilearn,nilearn,salma1601,2015-09-22 14:08:55,"I wasn't aware that setting memory='nilearn_cache' creates the nilearn_cache folder in the current directory. I thought it was always the same place.
",,
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,781,nilearn,nilearn,dohmatob,2015-09-18 08:12:34,"Travis throughs a weird error related to MKL / numpy / fortran installation on some DISTRIB=""conda"" and PYTHON_VERSION=""2.7"" (reported by @salma1601).

```
Error: no packages found to remove from environment: /home/travis/miniconda/envs/testenv
MKL not installed
Traceback (most recent call last):
  File ""setup.py"", line 51, in <module>
    module_check_fn(is_nilearn_installing=True)
  File ""<string>"", line 111, in _check_module_dependencies
  File ""<string>"", line 61, in _import_module_with_version_check
  File ""/home/travis/miniconda/envs/testenv/lib/python2.7/site-packages/numpy/__init__.py"", line 153, in <module>
    from . import add_newdocs
  File ""/home/travis/miniconda/envs/testenv/lib/python2.7/site-packages/numpy/add_newdocs.py"", line 13, in <module>
    from numpy.lib import add_newdoc
  File ""/home/travis/miniconda/envs/testenv/lib/python2.7/site-packages/numpy/lib/__init__.py"", line 18, in <module>
    from .polynomial import *
  File ""/home/travis/miniconda/envs/testenv/lib/python2.7/site-packages/numpy/lib/polynomial.py"", line 19, in <module>
    from numpy.linalg import eigvals, lstsq, inv
  File ""/home/travis/miniconda/envs/testenv/lib/python2.7/site-packages/numpy/linalg/__init__.py"", line 50, in <module>
    from .linalg import *
  File ""/home/travis/miniconda/envs/testenv/lib/python2.7/site-packages/numpy/linalg/linalg.py"", line 29, in <module>
    from numpy.linalg import lapack_lite, _umath_linalg
ImportError: ('libgfortran.so.1: cannot open shared object file: No such file or directory', 'Module ""numpy"" could not be found. See http://nilearn.github.io/introduction.html#installation for installation information.')
```
",start issue,weird error related to MKL / numpy / fortran installation ?
2,issue_closed,781,nilearn,nilearn,lesteve,2015-09-22 08:05:56,,closed issue,weird error related to MKL / numpy / fortran installation ?
