,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,issue_title,203,idan,oauthlib,kdazzle,2013-08-02 18:53:00,"...hods

There are methods in request_validator that must be implemented and that aren't listed in the class's documentation. Also fixed a couple of minor documentation typos.
",start issue,Updated request_validator documentation to include credential-saving met...
1,issue_closed,203,idan,oauthlib,ib-lundgren,2013-08-03 18:56:26,,closed issue,Updated request_validator documentation to include credential-saving met...
2,pull_request_title,203,idan,oauthlib,kdazzle,2013-08-02 18:53:00,"...hods

There are methods in request_validator that must be implemented and that aren't listed in the class's documentation. Also fixed a couple of minor documentation typos.
",dbba898287ac423d84e018842193d13791f7c62f,Updated request_validator documentation to include credential-saving met...
3,pull_request_merged,203,idan,oauthlib,ib-lundgren,2013-08-03 18:56:26,Updated request_validator documentation to include credential-saving met...,3c277b7ee4e5998cc7ec7da9cf69f68bfe9c1eb3,Pull request merge from kdazzle/oauthlib:patch-1 to idan/oauthlib:master
4,issue_comment,203,idan,oauthlib,ib-lundgren,2013-08-03 18:56:22,"@kdazzle thanks for adding this! What do you think about the long documentation in the code here? Would it be better suited in the /docs instead? 
",,
5,issue_comment,203,idan,oauthlib,kdazzle,2013-08-03 19:20:19,"@ib-lundgren Hmm, I think you might be right about moving them into /docs. The code already has the list of methods and shows that they give NotImplementedErrors, so that documentation might be redundant where it is now. 

However, being able to find all things RequestValidator in one place is kind of nice.
",,
6,pull_request_commit,203,idan,oauthlib,kdazzle,2013-08-02 18:52:34,"Updated request_validator documentation to include credential-saving methods

There are methods in request_validator that must be implemented and that aren't listed in the class's documentation. Also fixed a couple of minor documentation typos.",dbba898287ac423d84e018842193d13791f7c62f,
0,issue_title,199,idan,oauthlib,squirly,2013-07-26 18:26:57,"It does not make sense to return a `302` with `oob?oauth_token=...&oauth_verifier=...`.

Instead the endpoint should return a `200` with the data in the body. The implementer is responsible for presenting this data to the client. This also keeps the endpoint API consistent.
",start issue,"The authorization endpoint now returns a 200 on ""oob"" oauth_callbacks."
1,issue_closed,199,idan,oauthlib,ib-lundgren,2013-08-03 18:56:18,,closed issue,"The authorization endpoint now returns a 200 on ""oob"" oauth_callbacks."
2,pull_request_title,199,idan,oauthlib,squirly,2013-07-26 18:26:57,"It does not make sense to return a `302` with `oob?oauth_token=...&oauth_verifier=...`.

Instead the endpoint should return a `200` with the data in the body. The implementer is responsible for presenting this data to the client. This also keeps the endpoint API consistent.
",517e01f5db428fe4c3e56119faad1760a8841c9f,"The authorization endpoint now returns a 200 on ""oob"" oauth_callbacks."
3,pull_request_merged,199,idan,oauthlib,ib-lundgren,2013-08-03 18:56:18,"The authorization endpoint now returns a 200 on ""oob"" oauth_callbacks.",b5f3cb2fcdc132e6fbabe78fc459b396d328b227,Pull request merge from squirly/oauthlib:master to idan/oauthlib:master
4,issue_comment,199,idan,oauthlib,ib-lundgren,2013-07-29 10:17:30,"@squirly Thanks for the PR :) and sorry for the late response. 

Before I dig into code review I think this PR warrants some discussion because it attempts to add detail to a rather vague area of the OAuth 1 spec, handling out of bound ""oob"" callbacks. The definition of `oauth_callback`

```
An absolute URI back to which the server will
redirect the resource owner when the Resource Owner
Authorization step (Section 2.2) is completed.  If
the client is unable to receive callbacks or a
callback URI has been established via other means,
the parameter value MUST be set to ""oob"" (case
sensitive), to indicate an out-of-band
configuration.
```

Note: The `oauth_callback` param is part of the temporary credentials request (i.e. to `RequestTokenEndpoint`, not `AuthorizationEndpoint`). 

If the callback URI has been established through other means (i.e. client registration) then a reasonable approach would be that the provider replaces ""oob"" during `validate_redirect_uri` with the pre-registered URI (`https://the.client/callback`). Similarly if the intention is for the provider to show a ""Here is the verifier, please copy/paste it."" screen it would replace ""oob"" with their own URI (`https://the.provider/show-verifier`). So far none of this would require changes to `oauthlib`.

If the client is unable to receive callbacks (CLI app for example) then the provider could replace ""oob"" to redirect the client to a view returning the verifier in the response body instead of the URI. This would require some extra work on the provider or alternatively this PR. However since this is not per the spec and might not be of interest to all providers I'm inclined to let each provider implement this if they want it.

```
  # https://the.provider/change-response
  def change_response(request):
      return Response(body=urlencode(request.query.args), status=200) 
```
",,
