,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,issue_title,3,idan,oauthlib,ghickman,2012-03-13 04:11:59,None,start issue,Add basic setup.py
1,issue_closed,3,idan,oauthlib,dgouldin,2012-03-13 04:57:32,,closed issue,Add basic setup.py
2,pull_request_title,3,idan,oauthlib,ghickman,2012-03-13 04:11:59,None,84184ede1f30f31325334e1328d44b8523b5acce,Add basic setup.py
3,issue_comment,3,idan,oauthlib,kennethreitz,2012-03-13 04:12:35,":cake:
",,
4,issue_comment,3,idan,oauthlib,dgouldin,2012-03-13 04:57:32,"The setup.py commit has been cherry-picked. I'm closing this pull request.
",,
5,pull_request_commit,3,idan,oauthlib,ghickman,2012-03-13 04:11:07,Add basic setup.py,f5946ed1053146661e4415fff73579f7a06c2ca9,
6,pull_request_commit,3,idan,oauthlib,ghickman,2012-03-13 04:11:33,Merge branch 'master' of git://github.com/idangazit/oauthlib,84184ede1f30f31325334e1328d44b8523b5acce,
0,issue_title,11,idan,oauthlib,ib-lundgren,2012-03-16 19:00:03,"It is annoying and forces us to use list of tuples rather than dicts but it is very clear from 3.4.1.3.1. that multiple keys are allowed as well as empty strings. Only OAuth parameters are allowed in the header and the current implementation does not strip empty values so no change needed.
",start issue,Allow empty strings and duplicate keys in query and body
1,issue_closed,11,idan,oauthlib,dgouldin,2012-03-24 17:52:07,,closed issue,Allow empty strings and duplicate keys in query and body
2,pull_request_title,11,idan,oauthlib,ib-lundgren,2012-03-16 19:00:03,"It is annoying and forces us to use list of tuples rather than dicts but it is very clear from 3.4.1.3.1. that multiple keys are allowed as well as empty strings. Only OAuth parameters are allowed in the header and the current implementation does not strip empty values so no change needed.
",6f95a037af0901d49ff3174d33672105b7ef3a08,Allow empty strings and duplicate keys in query and body
3,pull_request_merged,11,idan,oauthlib,dgouldin,2012-03-24 17:52:07,Allow empty strings and duplicate keys in query and body,932fbb36a31dca5f5edad27e8f9078180df67488,Pull request merge from ib-lundgren/oauthlib:duplicate_keys to idan/oauthlib:master
4,issue_comment,11,idan,oauthlib,dgouldin,2012-03-24 17:37:48,"Comments added to the commits, both very minor.
",,
5,pull_request_commit,11,idan,oauthlib,ib-lundgren,2012-03-16 18:57:28,Allow empty strings and duplicate keys in query,26205a0a72fe5dcb95db18bb2bb90af701eacfb5,
6,pull_request_commit,11,idan,oauthlib,ib-lundgren,2012-03-16 19:08:56,Allow empty strings in body,d703a2047c9ab6f1c4e8154782f5d503d9701550,
7,pull_request_commit,11,idan,oauthlib,ib-lundgren,2012-03-24 17:46:34,Merge branch 'master' of https://github.com/idangazit/oauthlib into duplicate_keys,80691afb3e404d23f25644849ce0c64de5e32db6,
8,pull_request_commit,11,idan,oauthlib,ib-lundgren,2012-03-24 17:47:35,added keywords,6f95a037af0901d49ff3174d33672105b7ef3a08,
9,pull_request_commit_comment,11,idan,oauthlib,dgouldin,2012-03-24 17:33:48,"parse_qsl(uri_query, keep_blank_values=True) please. It's easier to read.
",26205a0a72fe5dcb95db18bb2bb90af701eacfb5,"(5, 89, u'oauthlib/signature.py')"
10,pull_request_commit_comment,11,idan,oauthlib,dgouldin,2012-03-24 17:35:40,"keep_blank_values=True here as well, please
",d703a2047c9ab6f1c4e8154782f5d503d9701550,"(5, 100, u'oauthlib/signature.py')"
0,issue_title,8,idan,oauthlib,ib-lundgren,2012-03-15 22:24:12,"Client secret and resource owner secret are both optional per spec (http://tools.ietf.org/html/rfc5849#section-3.4.2, see key 2) even if it would make no sense to not use at least one. Both secrets can safely be set to None without affecting HMAC. Also if the request is signed with RSA-SHA1 then none of the secrets will be used.

Resource owner key is only available in step 2 & 3 of the 3 step authentication (http://tools.ietf.org/html/rfc5849#section-2). While it could still be submitted with an empty string as a value I think it is a better idea to leave it out of the parameters altogether.
",start issue,Changed secrets and resource owner key to optional
