,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,1278,nilearn,nilearn,AlexandreAbraham,2016-09-18 14:07:45,"For BH tutorial.
",start issue,Fix bug in fetching files for ABIDE.
2,issue_closed,1278,nilearn,nilearn,GaelVaroquaux,2016-09-18 16:34:51,,closed issue,Fix bug in fetching files for ABIDE.
3,pull_request_title,1278,nilearn,nilearn,AlexandreAbraham,2016-09-18 14:07:45,"For BH tutorial.
",6f215871f109ac06cc065767f722564078b74c3d,Fix bug in fetching files for ABIDE.
4,pull_request_merged,1278,nilearn,nilearn,GaelVaroquaux,2016-09-18 16:34:51,Fix bug in fetching files for ABIDE.,63b2806cc9a765a6ea95b9c7fe06ad9463f5763f,Pull request merge from AlexandreAbraham/nilearn:fix_abide to nilearn/nilearn:master
5,issue_comment,1278,nilearn,nilearn,GaelVaroquaux,2016-09-18 14:11:57,"How did that slip by? What's the test case to reproduce (I'm not asking you for a unit test, just something that I can type in a terminal).

Will fixing in master be enough for the tutorial, or will you need a release?
",,
6,issue_comment,1278,nilearn,nilearn,GaelVaroquaux,2016-09-18 14:38:39,"OK, I can reproduce the bug and the fix.

I am a bit bothered that circleCI doesn't run due to docs.scipy.org timing out. It seems that before a release, or before merging this PR, we'd like to check that all the examples run well.
",,
7,issue_comment,1278,nilearn,nilearn,GaelVaroquaux,2016-09-18 14:46:38,"> ```
> we'd like to check that all the examples run well
> ```
> 
> I agree.

I've been restarting CircleCI in the hope that it completes. But it might
be a lost cause given that I cannot get access to it at all on my
browser.
",,
8,issue_comment,1278,nilearn,nilearn,GaelVaroquaux,2016-09-18 14:53:04,"> Can't we just run the examples on drago?

It's not as nice, because it's not a clean, controled environment. But we
might have to do that.
",,
9,issue_comment,1278,nilearn,nilearn,GaelVaroquaux,2016-09-18 14:57:15,"> > Can't we just run the examples on drago?
> 
> It's not as nice, because it's not a clean, controled environment. But we
> might have to do that.

OK, I'm running it on drago.
",,
10,issue_comment,1278,nilearn,nilearn,GaelVaroquaux,2016-09-18 16:34:29,"> OK, I'm running it on drago.

I am merging: it completed on drago without problems.

Don't release, I'll try doing it after some manual QAing.
",,
11,issue_comment,1278,nilearn,nilearn,AlexandreAbraham,2016-09-18 14:26:50,"> How did that slip by?

I have absolutely no idea given that we did use this code for OHBM tutorial... I would like to fix this ASAP and not look at the root of the problem.

> What's the test case to reproduce (I'm not asking you for a unit test, just something that I can type in a terminal).

This should do:

``` python
from nilearn.datasets import fetch_abide_pcp
a = fetch_abide_pcp(derivatives=['rois_cc200'], SITE_ID=[b'NYU'], n_subjects=1)
```

> Will fixing in master be enough for the tutorial, or will you need a release?

I will do a release.
",,
12,issue_comment,1278,nilearn,nilearn,KamalakerDadi,2016-09-18 14:39:54,"It would be great if you could also address the documentation conflict with n_subjects ? As we have discussed it should be > 94.
",,
13,issue_comment,1278,nilearn,nilearn,AlexandreAbraham,2016-09-18 14:44:53,"> we'd like to check that all the examples run well

I agree.

> It would be great if you could also address the documentation conflict with n_subjects ?

Doc is fixed, thanks for reminding me!
",,
14,issue_comment,1278,nilearn,nilearn,AlexandreAbraham,2016-09-18 14:51:59,"> I've been restarting CircleCI in the hope that it completes. But it might be a lost cause given that I cannot get access to it at all on my browser.

Can't we just run the examples on drago?
",,
15,pull_request_commit,1278,nilearn,nilearn,AlexandreAbraham,2016-09-18 14:06:45,Fix bug in fetching files for ABIDE.,8377da2a3109e8b649cc5c241849abeaabbf79f6,
16,pull_request_commit,1278,nilearn,nilearn,AlexandreAbraham,2016-09-18 14:43:47,Fix doc,6f215871f109ac06cc065767f722564078b74c3d,
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,1272,nilearn,nilearn,aabadie,2016-09-12 08:47:28,"Follow-up of #1266 : I missed the fix of the warning generated when creating nilearn_cache if it exists already.
I use the simplest way use `-p` option of `mkdir` to silent it.
",start issue,DOC: fix warning when creating an already existing nilearn_cache
2,issue_closed,1272,nilearn,nilearn,aabadie,2016-09-12 12:09:51,,closed issue,DOC: fix warning when creating an already existing nilearn_cache
3,pull_request_title,1272,nilearn,nilearn,aabadie,2016-09-12 08:47:28,"Follow-up of #1266 : I missed the fix of the warning generated when creating nilearn_cache if it exists already.
I use the simplest way use `-p` option of `mkdir` to silent it.
",88ed40ee752bd6cd6c063c6e3c0f93d70ba08a6c,DOC: fix warning when creating an already existing nilearn_cache
4,pull_request_merged,1272,nilearn,nilearn,aabadie,2016-09-12 12:09:51,DOC: fix warning when creating an already existing nilearn_cache,f7d513e8e8b161e248e7bf5f5e1937e6334a7d4c,Pull request merge from aabadie/nilearn:fix_warning_cache_dir to nilearn/nilearn:master
5,issue_comment,1272,nilearn,nilearn,aabadie,2016-09-12 12:09:47,"All CIs are green. Merging.
",,
6,issue_comment,1272,nilearn,nilearn,AlexandreAbraham,2016-09-12 09:01:02,"Yeah, this is a good practice. +1
",,
7,pull_request_commit,1272,nilearn,nilearn,aabadie,2016-09-12 08:45:12,DOC: fix warning when creating already existing nilearn_cache,88ed40ee752bd6cd6c063c6e3c0f93d70ba08a6c,
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,1296,nilearn,nilearn,GaelVaroquaux,2016-09-29 08:30:41,"Like masking.largest_connect_component, but that works on imgs.
",start issue,Add a largest_connect_component_img
2,issue_closed,1296,nilearn,nilearn,GaelVaroquaux,2017-06-15 19:27:44,,closed issue,Add a largest_connect_component_img
3,issue_comment,1296,nilearn,nilearn,GaelVaroquaux,2017-06-15 19:27:44,Closing as fixed,,
4,issue_comment,1296,nilearn,nilearn,ahoyosid,2016-12-07 10:34:24,WDYM?,,
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,1263,nilearn,nilearn,salma1601,2016-09-06 20:06:45,"`bg_img` can not be set to `False` as said in doc
https://github.com/nilearn/nilearn/blob/master/nilearn/plotting/img_plotting.py#L584

``` Python
from nilearn import datasets, plotting
aal = datasets.fetch_atlas_aal()
plotting.plot_roi(aal.maps, bg_img=False)
```

throws

> TypeError: Data given cannot be loaded because it is not compatible with nibabel format:
> False

It's rather `None` to remove background
",start issue,bg_img=None instead of bg_img=False in plotting.plot_roi doc
2,issue_closed,1263,nilearn,nilearn,AlexandreAbraham,2016-09-27 14:18:58,,closed issue,bg_img=None instead of bg_img=False in plotting.plot_roi doc
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,1279,nilearn,nilearn,AlexandreAbraham,2016-09-18 16:40:53,"For BH tutorial.
",start issue,Make _filter_columns robust to different encodings
2,issue_closed,1279,nilearn,nilearn,GaelVaroquaux,2016-09-18 19:36:08,,closed issue,Make _filter_columns robust to different encodings
3,pull_request_title,1279,nilearn,nilearn,AlexandreAbraham,2016-09-18 16:40:53,"For BH tutorial.
",58872e0f25879a54a0fb7bf288c2a5de1d23739b,Make _filter_columns robust to different encodings
4,pull_request_merged,1279,nilearn,nilearn,GaelVaroquaux,2016-09-18 19:36:08,Make _filter_columns robust to different encodings,679b81637f594772841c46674e5e3e39b6cb0faa,Pull request merge from AlexandreAbraham/nilearn:fix_unicode to nilearn/nilearn:master
5,issue_comment,1279,nilearn,nilearn,GaelVaroquaux,2016-09-18 18:23:28,"I am waiting for this PR, and then cutting a release?
",,
6,issue_comment,1279,nilearn,nilearn,GaelVaroquaux,2016-09-18 19:35:43,"OK, go for the release.

Don't forget to update the whats_new, and to add an entry in the sidebar.
",,
7,issue_comment,1279,nilearn,nilearn,AlexandreAbraham,2016-09-18 18:27:05,"Fixed! Go on for the release, or I can take care of it if you want.
",,
8,issue_comment,1279,nilearn,nilearn,AlexandreAbraham,2016-09-18 19:21:49,"Scipy is back ! I'm waiting for CircleCI to go green and I do the release. @GaelVaroquaux, do not work on it anymore, I'm taking care.
",,
9,pull_request_commit_comment,1279,nilearn,nilearn,GaelVaroquaux,2016-09-18 16:44:10,"Why not ""astype(array[col].dtype)""? Why the extra "".type""?
",58872e0f25879a54a0fb7bf288c2a5de1d23739b,"(None, '', u'nilearn/datasets/utils.py')"
10,pull_request_commit,1279,nilearn,nilearn,AlexandreAbraham,2016-09-18 16:37:00,Make _filter_columns reobust to different encodings,0db4bd44c631b23ffc918f894d9188c52a314bc3,
11,pull_request_commit,1279,nilearn,nilearn,AlexandreAbraham,2016-09-18 18:26:16,Simplify patch,58872e0f25879a54a0fb7bf288c2a5de1d23739b,
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
