,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,issue_title,258,aio-libs,aioredis,samuelcolvin,2017-06-30 09:04:41,"v0.3.3 has no release or tag so I can't find which commit it refers to and there's no reference to it in CHANGES.txt.

Before I upgrade, please can you describe what has changed and/or add a tag referring to the release?",start issue,What's changed in 0.3.3?
1,issue_closed,258,aio-libs,aioredis,popravich,2017-07-12 07:36:28,,closed issue,What's changed in 0.3.3?
2,issue_comment,258,aio-libs,aioredis,samuelcolvin,2017-06-30 09:05:41,"ok, just seen the tag. still changes.txt update would be good",,
3,issue_comment,258,aio-libs,aioredis,popravich,2017-06-30 13:59:32,have you checked branch `v0.3`?,,
4,issue_comment,258,aio-libs,aioredis,popravich,2017-07-12 07:36:28,https://aioredis.readthedocs.io/en/v0.3.3/releases.html#id1,,
0,issue_title,263,aio-libs,aioredis,pyup-bot,2017-07-06 10:31:01,"
There's a new version of [pytest-xdist](https://pypi.python.org/pypi/pytest-xdist) available.
You are currently using **1.18.0**. I have updated it to **1.18.1**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/pytest-xdist"">PyPI</a> | <a href=""https://pyup.io/changelogs/pytest-xdist/"">Changelog</a> | <a href=""https://github.com/pytest-dev/pytest-xdist"">Repo</a> 



### Changelog
> 
>### 1.18.1

>================================

>Bug Fixes
>---------

>- Fixed serialization of ``longrepr.sections`` during error reporting from
>  workers. (`171 &lt;https://github.com/pytest-dev/pytest-xdist/issues/171&gt;`_)

>- Fix ``ReprLocal`` not being unserialized breaking --showlocals usages. (`176
>  &lt;https://github.com/pytest-dev/pytest-xdist/issues/176&gt;`_)








*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",start issue,Update pytest-xdist to 1.18.1
1,issue_closed,263,aio-libs,aioredis,popravich,2017-07-12 07:31:35,,closed issue,Update pytest-xdist to 1.18.1
2,pull_request_title,263,aio-libs,aioredis,pyup-bot,2017-07-06 10:31:01,"
There's a new version of [pytest-xdist](https://pypi.python.org/pypi/pytest-xdist) available.
You are currently using **1.18.0**. I have updated it to **1.18.1**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/pytest-xdist"">PyPI</a> | <a href=""https://pyup.io/changelogs/pytest-xdist/"">Changelog</a> | <a href=""https://github.com/pytest-dev/pytest-xdist"">Repo</a> 



### Changelog
> 
>### 1.18.1

>================================

>Bug Fixes
>---------

>- Fixed serialization of ``longrepr.sections`` during error reporting from
>  workers. (`171 &lt;https://github.com/pytest-dev/pytest-xdist/issues/171&gt;`_)

>- Fix ``ReprLocal`` not being unserialized breaking --showlocals usages. (`176
>  &lt;https://github.com/pytest-dev/pytest-xdist/issues/176&gt;`_)








*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",2e84372629f2fe541a9951dd2baf9aa0019905b7,Update pytest-xdist to 1.18.1
3,pull_request_merged,263,aio-libs,aioredis,popravich,2017-07-12 07:31:35,Update pytest-xdist to 1.18.1,67c46455a6286b9e0bb85b3e8407f6d61ed8d26b,Pull request merge from aio-libs/aioredis:pyup-update-pytest-xdist-1.18.0-to-1.18.1 to aio-libs/aioredis:pyup
4,issue_comment,263,aio-libs,aioredis,codecov[bot],2017-07-06 11:00:18,"# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/263?src=pr&el=h1) Report
> Merging [#263](https://codecov.io/gh/aio-libs/aioredis/pull/263?src=pr&el=desc) into [pyup](https://codecov.io/gh/aio-libs/aioredis/commit/9940518327a7570a2418c70b75edad82387203be?src=pr&el=desc) will **decrease** coverage by `0.04%`.
> The diff coverage is `n/a`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/263/graphs/tree.svg?token=THCDhqngRB&src=pr&width=650&height=150)](https://codecov.io/gh/aio-libs/aioredis/pull/263?src=pr&el=tree)

```diff
@@            Coverage Diff             @@
##             pyup     #263      +/-   ##
==========================================
- Coverage   96.93%   96.89%   -0.05%     
==========================================
  Files          57       57              
  Lines        7449     7449              
  Branches      587      587              
==========================================
- Hits         7221     7218       -3     
  Misses        170      170              
- Partials       58       61       +3
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/263?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [tests/sentinel\_failover\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/263?src=pr&el=tree#diff-dGVzdHMvc2VudGluZWxfZmFpbG92ZXJfdGVzdC5weQ==) | `86.46% <0%> (-1.51%)` | :arrow_down: |
| [examples/py34/connection.py](https://codecov.io/gh/aio-libs/aioredis/pull/263?src=pr&el=tree#diff-ZXhhbXBsZXMvcHkzNC9jb25uZWN0aW9uLnB5) | `93.18% <0%> (-0.33%)` | :arrow_down: |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/263?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/263?src=pr&el=footer). Last update [9940518...2e84372](https://codecov.io/gh/aio-libs/aioredis/pull/263?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",,
5,pull_request_commit,263,aio-libs,aioredis,pyup-bot,2017-07-06 10:31:00,Update pytest-xdist from 1.18.0 to 1.18.1,2e84372629f2fe541a9951dd2baf9aa0019905b7,
