,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,issue_title,375,idan,oauthlib,jvanasco,2015-08-11 19:13:24,"`invalidate_request_token` (https://github.com/idan/oauthlib/blob/master/oauthlib/oauth1/rfc5849/request_validator.py#L425-L449) says this:

`:returns: The rsa public key as a string.`

that's the same return value as `get_rsa_key` above.

the only function that calls this expects no return value:

https://github.com/idan/oauthlib/blob/master/oauthlib/oauth1/rfc5849/endpoints/access_token.py#L110-L113
",start issue,oauth1 - `invalidate_request_token` docstring error
1,issue_closed,375,idan,oauthlib,thedrow,2015-08-16 12:06:48,,closed issue,oauth1 - `invalidate_request_token` docstring error
0,issue_title,376,idan,oauthlib,jvanasco,2015-08-11 19:37:04,"fixes https://github.com/idan/oauthlib/issues/375
",start issue,fixed docsting on `invalidate_request_token`
1,issue_closed,376,idan,oauthlib,thedrow,2015-08-16 12:06:48,,closed issue,fixed docsting on `invalidate_request_token`
2,pull_request_title,376,idan,oauthlib,jvanasco,2015-08-11 19:37:04,"fixes https://github.com/idan/oauthlib/issues/375
",372b686b8a24aae94101e56a9c042813ef23971e,fixed docsting on `invalidate_request_token`
3,pull_request_merged,376,idan,oauthlib,thedrow,2015-08-16 12:06:48,fixed docsting on `invalidate_request_token`,57c88cf7f2de6fef79c1a2fbb3b0b68380ab1c41,Pull request merge from jvanasco/oauthlib:fix-docstring_invalidate to idan/oauthlib:master
4,issue_comment,376,idan,oauthlib,thedrow,2015-08-16 12:07:22,"Thanks for the contribution.
",,
5,pull_request_commit,376,idan,oauthlib,jvanasco,2015-08-11 19:35:50,fixed docsting on `invalidate_request_token`,372b686b8a24aae94101e56a9c042813ef23971e,
0,issue_title,381,idan,oauthlib,jvanasco,2015-08-12 16:40:11,"This adds logging of what the endpoint computed to the request as a dict on the  `validator_log` attribute.  

see https://github.com/idan/oauthlib/issues/378

This is most useful on protected resources, where it lets you know why the overall validation failed.
",start issue,adding validator_log to store what the endpoint computed
1,issue_closed,381,idan,oauthlib,thedrow,2015-08-16 12:06:23,,closed issue,adding validator_log to store what the endpoint computed
2,pull_request_title,381,idan,oauthlib,jvanasco,2015-08-12 16:40:11,"This adds logging of what the endpoint computed to the request as a dict on the  `validator_log` attribute.  

see https://github.com/idan/oauthlib/issues/378

This is most useful on protected resources, where it lets you know why the overall validation failed.
",58a2a735ac329f890c5dd4a042b35ee544084db0,adding validator_log to store what the endpoint computed
3,pull_request_merged,381,idan,oauthlib,thedrow,2015-08-16 12:06:23,adding validator_log to store what the endpoint computed,7f432f07174ac5599d0d3df1c68c26bb9c5cb762,Pull request merge from jvanasco/oauthlib:feature-validator_log to idan/oauthlib:master
4,issue_comment,381,idan,oauthlib,thedrow,2015-08-16 12:06:39,"Thanks for the contribution.
",,
5,pull_request_commit,381,idan,oauthlib,jvanasco,2015-08-12 16:37:21,adding validator_log to store what the endpoint computed,58a2a735ac329f890c5dd4a042b35ee544084db0,
0,issue_title,378,idan,oauthlib,jvanasco,2015-08-12 01:22:44,"I'd like to extend the `oauthlib.common.Request` object  to have a `validator_report` attribute.
this would just be a dict that logs the validity of the various tests

these endpoints drop some great into into the log, but don't keep it on the request -- which is necessary for error reporting
- validate_access_token_request
- validate_request_token_request
- validate_protected_resource_request
- validate_request
",start issue,oauth1 - extend `Request` object with a `validator_report`
1,issue_closed,378,idan,oauthlib,thedrow,2015-08-16 12:06:28,,closed issue,oauth1 - extend `Request` object with a `validator_report`
0,issue_title,295,idan,oauthlib,ib-lundgren,2014-11-13 12:36:53,"0.7.1 was pushed with unintended local changes which is very bad. Mistakes happen and this one could easily have been prevented.

A script should be created that at minimum ensures the current directory has no changes in it and the last commit message matches oauthlib.**version**.
",start issue,Create a release script to prevent human release errors
1,issue_closed,295,idan,oauthlib,thedrow,2015-08-16 12:15:31,,closed issue,Create a release script to prevent human release errors
2,issue_comment,295,idan,oauthlib,ib-lundgren,2014-11-13 12:44:34,"Also. It should check if Travis succeeded already for the release commit.
",,
0,issue_title,364,idan,oauthlib,dustinfarris,2015-07-21 14:41:31,"I have a public client/application, so I don't use client_secret.  Version 1.0.0 breaks this relationship by requiring client_secret anyway.

Breaking commit: https://github.com/idan/oauthlib/commit/539558a02edbadb8d6ef690fb0beb2510a5eeb17
",start issue,Getting AttributeError: client_secret
1,issue_closed,364,idan,oauthlib,thedrow,2015-08-16 12:04:03,,closed issue,Getting AttributeError: client_secret
