,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,785,nilearn,nilearn,KamalakerDadi,2015-09-29 11:24:43,"In plot_stat_map function, ""cut_coords""
",start issue,Addressing issue to raise error message to input for proper coords
2,issue_closed,785,nilearn,nilearn,GaelVaroquaux,2015-10-07 06:21:26,,closed issue,Addressing issue to raise error message to input for proper coords
3,pull_request_title,785,nilearn,nilearn,KamalakerDadi,2015-09-29 11:24:43,"In plot_stat_map function, ""cut_coords""
",b002a9b868baf325eee1fdb5e8bd7154a3cc3194,Addressing issue to raise error message to input for proper coords
4,pull_request_merged,785,nilearn,nilearn,GaelVaroquaux,2015-10-07 06:21:26,Addressing issue to raise error message to input for proper coords,e575dfbba594f3744c9e28a891e39f569fd59be2,Pull request merge from KamalakerDadi/nilearn:fix_errormessage_cut_coords to nilearn/nilearn:master
5,issue_comment,785,nilearn,nilearn,KamalakerDadi,2015-09-29 11:29:28,"Addressing issue #784 
",,
6,issue_comment,785,nilearn,nilearn,lesteve,2015-09-29 12:12:17,"Also we need a test to check that the right exception is raised when n_cuts doesn't have the right type.
",,
7,issue_comment,785,nilearn,nilearn,GaelVaroquaux,2015-09-29 12:17:56,"> Also we need a test to check that the right exception is raised when n_cuts
> doesn't have the right type.

We don't want to check on type, right, we want to check something like:
abs(round(n_cuts) - n_cut) < .01
",,
8,issue_comment,785,nilearn,nilearn,lesteve,2015-09-29 12:57:14,"> We don't want to check on type, right, we want to check something like: abs(round(n_cuts) - n_cut) < .01

Personally I would require a strictly positive integer, as mentioned by @AlexandreAbraham somewhere above.
",,
9,issue_comment,785,nilearn,nilearn,bthirion,2015-09-30 06:19:16,"LGTM
",,
10,issue_comment,785,nilearn,nilearn,KamalakerDadi,2015-10-06 10:40:26,"ping @lesteve 
",,
11,issue_comment,785,nilearn,nilearn,KamalakerDadi,2015-10-07 06:07:37,"@lesteve thanks for the comments. Can you please have a look now ?
",,
12,issue_comment,785,nilearn,nilearn,GaelVaroquaux,2015-10-07 06:21:23,"LGTM. Merging.
",,
13,pull_request_commit_comment,785,nilearn,nilearn,banilo,2015-09-29 11:31:19,"Two things come to mind:
a) Is it intuitive to the user that you write ""0"" as float?
b) Language: probably new sentence before second If here.
",b002a9b868baf325eee1fdb5e8bd7154a3cc3194,"(None, '', u'nilearn/plotting/find_cuts.py')"
