,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,1512,nilearn,nilearn,jnecus,2017-09-18 12:35:29,I found that I was using this in my work. It is a useful feature to have and easily implementable.,start issue,Added option to perform linear resampling
2,issue_closed,1512,nilearn,nilearn,GaelVaroquaux,2017-09-19 13:29:20,,closed issue,Added option to perform linear resampling
3,pull_request_title,1512,nilearn,nilearn,jnecus,2017-09-18 12:35:29,I found that I was using this in my work. It is a useful feature to have and easily implementable.,38cc815eaefc9ddef3d4763829dee45e01c4e47b,Added option to perform linear resampling
4,pull_request_merged,1512,nilearn,nilearn,GaelVaroquaux,2017-09-19 13:29:20,Added option to perform linear resampling,2d818ad2dd64a3c97d857fca02c0c30de4e8bed2,Pull request merge from Unknown:patch-2 to nilearn/nilearn:master
5,issue_comment,1512,nilearn,nilearn,bthirion,2017-09-19 06:32:07,"Looks good, thx; could you add a test to check that linear resampling behaves well.",,
6,issue_comment,1512,nilearn,nilearn,bthirion,2017-09-19 06:32:53,"The ""failure"" is just that you added one untested line of code ;-)",,
7,issue_comment,1512,nilearn,nilearn,banilo,2017-09-19 16:46:08,+1,,
8,issue_comment,1512,nilearn,nilearn,codecov[bot],2017-09-18 14:07:51,"# [Codecov](https://codecov.io/gh/nilearn/nilearn/pull/1512?src=pr&el=h1) Report
> Merging [#1512](https://codecov.io/gh/nilearn/nilearn/pull/1512?src=pr&el=desc) into [master](https://codecov.io/gh/nilearn/nilearn/commit/64e5c43ba0f628d0b603b85ac17acc0fa94a7893?src=pr&el=desc) will **increase** coverage by `<.01%`.
> The diff coverage is `100%`.

[![Impacted file tree graph](https://codecov.io/gh/nilearn/nilearn/pull/1512/graphs/tree.svg?height=150&token=KpYArSdyXv&width=650&src=pr)](https://codecov.io/gh/nilearn/nilearn/pull/1512?src=pr&el=tree)

```diff
@@            Coverage Diff             @@
##           master    #1512      +/-   ##
==========================================
+ Coverage   94.48%   94.48%   +<.01%     
==========================================
  Files         122      122              
  Lines       14910    14912       +2     
==========================================
+ Hits        14088    14090       +2     
  Misses        822      822
```


| [Impacted Files](https://codecov.io/gh/nilearn/nilearn/pull/1512?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [nilearn/image/tests/test\_resampling.py](https://codecov.io/gh/nilearn/nilearn/pull/1512?src=pr&el=tree#diff-bmlsZWFybi9pbWFnZS90ZXN0cy90ZXN0X3Jlc2FtcGxpbmcucHk=) | `98.77% <100%> (ø)` | :arrow_up: |
| [nilearn/image/resampling.py](https://codecov.io/gh/nilearn/nilearn/pull/1512?src=pr&el=tree#diff-bmlsZWFybi9pbWFnZS9yZXNhbXBsaW5nLnB5) | `99.49% <100%> (ø)` | :arrow_up: |

------

[Continue to review full report at Codecov](https://codecov.io/gh/nilearn/nilearn/pull/1512?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/nilearn/nilearn/pull/1512?src=pr&el=footer). Last update [64e5c43...38cc815](https://codecov.io/gh/nilearn/nilearn/pull/1512?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",,
9,issue_comment,1512,nilearn,nilearn,jnecus,2017-09-18 16:14:33,I don't quite understand codecov and why this minor change has resulted in a failure. Can anybody help explain? :-),,
10,issue_comment,1512,nilearn,nilearn,GaelVaroquaux,2017-09-19 10:00:33,"This is almost there. We need you to add a test of the new mode. Specifically, in the file nilearn/image/tests/test_resampling.py, you could add ""linear"" to the list of options tested at line 96 and line 102.

Thanks!",,
11,issue_comment,1512,nilearn,nilearn,jnecus,2017-09-19 10:08:50,"@GaelVaroquaux Thank's for the direct advice. I'm new to this :-)

Should be all sorted now.

",,
12,issue_comment,1512,nilearn,nilearn,GaelVaroquaux,2017-09-19 12:47:36,"> Thank's for the direct advice. I'm new to this :-)

Don't worry: we've all been new. Thanks a lot for pitching in, you're
providing value and we appreciate.

",,
13,issue_comment,1512,nilearn,nilearn,GaelVaroquaux,2017-09-19 13:29:11,"By the way: our online PEP8 checker found that you had trailing whitespace (unused spaces at the end of a line): https://travis-ci.org/nilearn/nilearn/jobs/277296242

You should configure your editor to show them, so that you can remove them.

I'll remove them, don't worry about it.",,
