,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,issue_title,61,idan,oauthlib,mvantellingen,2012-10-03 13:39:15,"This makes the unittests pass
",start issue,Oauth2 draft25 server
1,issue_closed,61,idan,oauthlib,ib-lundgren,2013-02-03 16:57:21,,closed issue,Oauth2 draft25 server
2,pull_request_title,61,idan,oauthlib,mvantellingen,2012-10-03 13:39:15,"This makes the unittests pass
",d2f10d8fca5ccf1cc76f0c9619880818ff08db25,Oauth2 draft25 server
3,issue_comment,61,idan,oauthlib,ib-lundgren,2012-10-03 14:22:07,"Thanks for pushing towards OAuth 2 Server support! 

We now have 3 versions spread out with @sontek starting on some (#58), my local one which is close to complete authorization grant code and implicit grant code support and this one. This is my fault since after doing the initial work way back this summer I wanted to reorganize it a bit and broke all the tests, which is the state it has remained in since, and because of this I never pushed it.

I will try and get around to cleaning it up and merging it in here this week and if I can't find time for that I'll just push the slightly messy code I have now and whoever feel like it can tear it apart in search for useful bits.
",,
4,issue_comment,61,idan,oauthlib,mvantellingen,2012-10-03 14:34:49,"Good to hear. It would be great if you could push your code, we can clean it up afterwards. I currently have a few days to work on getting a good oauth2 provider. 
",,
5,issue_comment,61,idan,oauthlib,ib-lundgren,2012-10-03 14:38:20,"Sure I'll push it tonight when I get back with some notes about my general
idea for what I've been meaning to do but never found time to.

On Wed, Oct 3, 2012 at 4:34 PM, Michael notifications@github.com wrote:

> Good to hear. It would be great if you could push your code, we can clean
> it up afterwards. I currently have a few days to work on getting a good
> oauth2 provider.
> 
> —
> Reply to this email directly or view it on GitHubhttps://github.com/idan/oauthlib/pull/61#issuecomment-9108273.
",,
6,issue_comment,61,idan,oauthlib,ib-lundgren,2013-02-03 16:57:21,"Thanks again for this PR. I'm closing as I've manually merged pieces of this code during the unification of all three oauth 2 branches =)
",,
7,pull_request_commit,61,idan,oauthlib,mvantellingen,2012-10-03 09:49:42,Fix errors in the oauth2 server tests,bd21c06ff8e605d7867ed2c23fdb6474d0847a6c,
8,pull_request_commit,61,idan,oauthlib,mvantellingen,2012-10-03 10:10:28,Implement Server.redirect_uri for oauth2.,1bc2614f61c9e4962fcfe4b397a2b7aa4702c4fd,
9,pull_request_commit,61,idan,oauthlib,mvantellingen,2012-10-03 10:19:15,Some minor refactoring of the last commit,f51b3115f4c07b76be44d517ae141da0e2c14ec4,
