,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,issue_title,117,idan,oauthlib,ib-lundgren,2013-02-18 18:01:34,"We need to make it clear in the documentation that OAuthLib separates OAuth 1 and OAuth 2 allowing the user to easily choose which to support.

It would also be neat to on a very high level outline the current status of various oauth features.
",start issue,OAuthLib feature matrix
1,issue_closed,117,idan,oauthlib,ib-lundgren,2013-05-30 12:34:16,,closed issue,OAuthLib feature matrix
0,issue_title,119,idan,oauthlib,ib-lundgren,2013-02-18 18:02:06,"OAuthLib is steadily covering more and more of the OAuth specs and consequently it can simplify a number of OAuth related problems for users. There needs to be a short and sweet collection of common problems and their solutions. Short solutions could simply be inlined and longer linked to...
- Do you support XYZ? See #117
- What is an OAuth client?
- (Client) Connecting to various common services like Google, Facebook, Twitter
- OAuth 1) What is a client_key, client_secret, etc
- OAuth 2) What is a client_id, scope, state, etc
- What is the difference between authentication and authorization?
- How do I secure my users and API using OAuth?
- What is an OAuth provider?
- In a nutshell, what is the difference between OAuth 1 & 2?
- Some argue OAuth 2 is worse than 1, is that true?
- When to use OAuth 1 and 2 (#118).
- How to get started on an OAuth 1 provider
- How to get started on an OAuth 2 provider
  ...

Please add more suggestions =)
",start issue,OAuthLib FAQ 
1,issue_closed,119,idan,oauthlib,ib-lundgren,2013-05-30 12:34:06,,closed issue,OAuthLib FAQ 
2,issue_comment,119,idan,oauthlib,wiliamsouza,2013-02-18 19:40:25,"""How to get started on an OAuth 2 provider"" That is a good question in nutshell It can be basicaly, I implement the methods  of oauthlib.oauth2.RequestValidator and pass it to oauthlib.oauth2.WebApplicationServer so I can call create_authorization_response and  create_token_response?
",,
3,issue_comment,119,idan,oauthlib,ib-lundgren,2013-02-18 20:03:32,"Essentially. yes. Note that while OAuth 2 providers are quickly maturing they are still not quite ready for prime time and there might lurk nasty bugs there.

Check out https://oauthlib.readthedocs.org/en/latest/server2.html for some info as well.
",,
0,issue_title,34,idan,oauthlib,piotr-dobrogost,2012-05-04 12:08:07,"This is just to help people with problems installing oauthlib on Windows due to pycrypto dependency.

oauth library depends on pycrypto library which is not pure Python library (has some c extensions). For this reason pycrypto can't be installed from source on Windows without Visual Studio 2008 installed (needed to compile these c extensions of pycrypto). The simplest solution is to download binary installers and install them using easy_install (pip doesn't support installing of binaries). 32bit binary installers for Python 2.2-2.7 and 64bit binary installer for Python 2.6 are at [The Voidspace Python Modules](http://www.voidspace.org.uk/python/modules.shtml#pycrypto) and 64bit binary installer for Python 2.7 is at [Compiling pycrypto on Win7-64](http://yorickdowne.wordpress.com/2010/12/22/compiling-pycrypto-on-win7-64/). Binary installers can be installed in virtualenv - see http://stackoverflow.com/q/3271590/95735
",start issue,Installing pycrypto on Windows
1,issue_closed,34,idan,oauthlib,ib-lundgren,2013-02-18 18:23:29,,closed issue,Installing pycrypto on Windows
2,issue_comment,34,idan,oauthlib,kennethreitz,2012-05-04 18:48:07,"I'd enjoy us switching to the [rsa module](http://stuvel.eu/rsa) if possible.
",,
3,issue_comment,34,idan,oauthlib,kennethreitz,2012-05-04 18:51:46,"Better yet, it would better if oauthlib had a soft dependency on pycrypto,
",,
4,issue_comment,34,idan,oauthlib,ib-lundgren,2013-02-18 18:23:29,"Closing since it's in the docs.
",,
0,issue_title,115,idan,oauthlib,ondrowan,2013-02-14 23:25:40,"- simplified tox config
- added python 3 to travis config

This should close #76. I have no idea how to test it, but it should work (I'm testing one python app against 3.3 using travis - with tox though).
",start issue,Changes to testing stuff
1,issue_closed,115,idan,oauthlib,ib-lundgren,2013-02-18 18:21:12,,closed issue,Changes to testing stuff
2,pull_request_title,115,idan,oauthlib,ondrowan,2013-02-14 23:25:40,"- simplified tox config
- added python 3 to travis config

This should close #76. I have no idea how to test it, but it should work (I'm testing one python app against 3.3 using travis - with tox though).
",2f0871bcc53ba9875c415eddc3b7f1878d2e8806,Changes to testing stuff
3,pull_request_merged,115,idan,oauthlib,ib-lundgren,2013-02-18 18:21:12,Changes to testing stuff,3582dc95854d35b9730f4a5ca0ed4aa0269a3995,Pull request merge from ondrowan/oauthlib:testing_stuff to idan/oauthlib:master
4,issue_comment,115,idan,oauthlib,ib-lundgren,2013-02-18 18:20:15,"Much cleaner, thanks! We will see with travis, if it starts complaining it's a quick fix to rollback.
",,
5,issue_comment,115,idan,oauthlib,ib-lundgren,2013-02-18 18:35:35,"Travis fail to install unittest2 under Python 3. Need to find a way to exclude unittest2 from installing.
",,
6,pull_request_commit,115,idan,oauthlib,ondrowan,2013-02-14 23:19:44,"Changes to testing stuff
* simplified tox config
* added python 3 to travis config",2f0871bcc53ba9875c415eddc3b7f1878d2e8806,
0,issue_title,76,idan,oauthlib,ib-lundgren,2012-11-16 19:20:12,"Not sure if Travis supports Python 3 yet, if it does we should add that to our config.
",start issue,Travis & Python 3
1,issue_closed,76,idan,oauthlib,ib-lundgren,2013-02-18 19:39:00,,closed issue,Travis & Python 3
2,issue_comment,76,idan,oauthlib,lepture,2012-11-22 05:37:53,"yes. it does.
",,
3,issue_comment,76,idan,oauthlib,sigmavirus24,2012-11-22 05:41:34,"It supports 3.1 and 3.2 afaik. No response from them on 3.3 yet.
",,
4,issue_comment,76,idan,oauthlib,ib-lundgren,2013-02-18 18:36:09,"Travis does not support 3.1, 3.2 and 3.3 should work when we find a way to exclude the installation of unittest2 for python 3 envs.
",,
5,issue_comment,76,idan,oauthlib,sigmavirus24,2013-02-18 18:40:42,"@ib-lundgren you're correct that they stopped supporting 3.1 and now only support 3.2 and 3.3. If you want I can write something for you that will manage the dependencies based on python version, but you'll have to use `python setup.py install` for the install command, not `pip install -r requirements.txt`. 
",,
6,issue_comment,76,idan,oauthlib,ondrowan,2013-02-18 18:47:45,"I started to (really) slowly implement oauthlib to Django and this is setup i'm using for testing: https://github.com/ondrowan/django-oauthlib/blob/master/.travis.yml. It should solve unittest2 issues.
",,
7,issue_comment,76,idan,oauthlib,ib-lundgren,2013-02-18 18:48:20,"We are using pip + crate.io currently as setup.py has been flaky with PyCrypto (falls back on a ftp that quite often is unavailable if I remember correctly). 
",,
8,issue_comment,76,idan,oauthlib,ib-lundgren,2013-02-18 18:49:38,"Hrm, using tox might very well work. Will reduce duplication of dependency spec slightly too =)
",,
9,issue_comment,76,idan,oauthlib,ib-lundgren,2013-02-18 19:39:00,"Updated to use tox, only failed a few times... Removed 3.1 from tox.ini, will continue to test it locally but don't think it's a major issue not having everything go through it.
",,
0,issue_title,118,idan,oauthlib,ib-lundgren,2013-02-18 18:01:53,"Figuring out OAuth can be quite time consuming but the key take aways can be boiled down to a few short helpful hints. We should provide a guidance document to help prospective OAuth providers choose what they should support to best cater to their target clients. 

For example,
- Unable to use SSL? Use OAuth 1
- Require Holder of Key (link) right now? Use OAuth 1
- Your target client is a
  - javascript or mobile application? Use OAuth 2 Implicit Grant (MobileApplicationServer)
  - web app (i.e. lives on the web server)? Use OAuth 2 Authorization Code Grant (WebApplicationServer)
  - web application moving away from directly using the users username and password to using OAuth 2 tokens but unable to switch to only use tokens because of legacy dependencies? Use OAuth 2 Resource Owner Password Credentials grant (LegacyApplicationServer)
  - trusted backend job working on user data but not interacting with a user? Use OAuth 2 Client Credentials grant (BackendApplicationServer)
- Need to support dynamic client registration? Use OAuth 2 (more on this in #109)
",start issue,Guide on when to use OAuth 1 or 2 
1,issue_closed,118,idan,oauthlib,ib-lundgren,2013-03-07 22:03:35,,closed issue,Guide on when to use OAuth 1 or 2 
2,issue_comment,118,idan,oauthlib,techtonik,2013-02-21 08:37:50,"http://vimeo.com/52882780 - around 23:04 should help - you really need to make sure you get those security concepts before you proceed.
",,
3,issue_comment,118,idan,oauthlib,ib-lundgren,2013-02-21 10:51:49,"Thanks, will take a look tonight. There are many interesting posts around
on OAuth as well and I hope to eventually go through them all. For example
the recent facebook hickup.

http://homakov.blogspot.ch/2013/02/hacking-facebook-with-oauth2-and-chrome.html

On Thu, Feb 21, 2013 at 9:37 AM, anatoly techtonik <notifications@github.com

> wrote:
> 
> http://vimeo.com/52882780 - around 23:04 should help - you really need to
> make sure you get those security concepts before you proceed.
> 
> —
> Reply to this email directly or view it on GitHubhttps://github.com/idan/oauthlib/issues/118#issuecomment-13878404.
",,
