,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,issue_title,72,pycqa,astroid,pylint-bot,2015-01-12 10:40:37,"Originally reported by: **BitBucket: [cladmi](http://bitbucket.org/cladmi), GitHub: @cladmi?**

---

Same problems as with pylint: https://bitbucket.org/logilab/pylint/issue/379/installing-pylint-via-setuptools-as-a

python2 errors:

```
#!python

Searching for astroid>=1.3.2
Reading https://pypi.python.org/simple/astroid/
Best match: astroid 1.3.2
Downloading https://pypi.python.org/packages/source/a/astroid/astroid-1.3.2.tar.gz#md5=2ab96129a977b6eba27765a15d1a9bf2
Processing astroid-1.3.2.tar.gz
Writing /tmp/easy_install-q6tpTI/astroid-1.3.2/setup.cfg
Running astroid-1.3.2/setup.py -q bdist_egg --dist-dir /tmp/easy_install-q6tpTI/astroid-1.3.2/egg-dist-tmp-HboZeM
zip_safe flag not set; analyzing archive contents...
astroid.__init__: module references __file__
astroid.builder: module references __file__
astroid.raw_building: module references __file__
astroid.raw_building: module references __path__
astroid.scoped_nodes: module references __file__
astroid.scoped_nodes: module references __path__
astroid.modutils: module references __file__
astroid.modutils: module references __path__
astroid.manager: module references __file__
astroid.tests.unittest_scoped_nodes: module references __file__
astroid.tests.unittest_scoped_nodes: module references __path__
astroid.tests.unittest_regrtest: module references __file__
astroid.tests.unittest_utils: module references __file__
astroid.tests.unittest_inference: module references __file__
astroid.tests.unittest_manager: module references __file__
astroid.tests.unittest_lookup: module references __path__
astroid.tests.unittest_modutils: module references __file__
astroid.tests.unittest_modutils: module references __path__
SyntaxError: ('invalid syntax', ('/home/harter/work/iot-lab/parts/cli-tools/astroid-1.3.2-py2.7.egg/astroid/tests/testdata/python3/data/module.py', 55, 32, ""                print('yo', end=' ')\n""))

SyntaxError: ('invalid syntax', ('/home/harter/work/iot-lab/parts/cli-tools/astroid-1.3.2-py2.7.egg/astroid/tests/testdata/python3/data/module2.py', 100, 22, ""print('bonjour', file=stream)\n""))

```

and python3 errors

```
#!python

Searching for astroid>=1.3.2
Reading https://pypi.python.org/simple/astroid/
Best match: astroid 1.3.2
Downloading https://pypi.python.org/packages/source/a/astroid/astroid-1.3.2.tar.gz#md5=2ab96129a977b6eba27765a15d1a9bf2
Processing astroid-1.3.2.tar.gz
Writing /tmp/easy_install-uqmbgc7p/astroid-1.3.2/setup.cfg
Running astroid-1.3.2/setup.py -q bdist_egg --dist-dir /tmp/easy_install-uqmbgc7p/astroid-1.3.2/egg-dist-tmp-l2nonlrc
zip_safe flag not set; analyzing archive contents...
astroid.tests.__pycache__.unittest_lookup.cpython-34: module references __path__
astroid.tests.__pycache__.unittest_scoped_nodes.cpython-34: module references __file__
astroid.tests.__pycache__.unittest_scoped_nodes.cpython-34: module references __path__
astroid.tests.__pycache__.unittest_inference.cpython-34: module references __file__
astroid.tests.__pycache__.unittest_utils.cpython-34: module references __file__
astroid.tests.__pycache__.unittest_manager.cpython-34: module references __file__
astroid.tests.__pycache__.unittest_regrtest.cpython-34: module references __file__
astroid.tests.__pycache__.unittest_modutils.cpython-34: module references __file__
astroid.tests.__pycache__.unittest_modutils.cpython-34: module references __path__
astroid.__pycache__.__init__.cpython-34: module references __file__
astroid.__pycache__.manager.cpython-34: module references __file__
astroid.__pycache__.scoped_nodes.cpython-34: module references __file__
astroid.__pycache__.scoped_nodes.cpython-34: module references __path__
astroid.__pycache__.builder.cpython-34: module references __file__
astroid.__pycache__.modutils.cpython-34: module references __file__
astroid.__pycache__.modutils.cpython-34: module references __path__
astroid.__pycache__.raw_building.cpython-34: module references __file__
astroid.__pycache__.raw_building.cpython-34: module references __path__
  File ""/home/harter/work/iot-lab/parts/cli-tools/astroid-1.3.2-py3.4.egg/astroid/tests/testdata/python2/data/noendingnewline.py"", line 21
    print 'a'
            ^
SyntaxError: Missing parentheses in call to 'print'

  File ""/home/harter/work/iot-lab/parts/cli-tools/astroid-1.3.2-py3.4.egg/astroid/tests/testdata/python2/data/module.py"", line 22
    print '!!!'
              ^
SyntaxError: Missing parentheses in call to 'print'

  File ""/home/harter/work/iot-lab/parts/cli-tools/astroid-1.3.2-py3.4.egg/astroid/tests/testdata/python2/data/module2.py"", line 73
    assert `1`
           ^
SyntaxError: invalid syntax

  File ""/home/harter/work/iot-lab/parts/cli-tools/astroid-1.3.2-py3.4.egg/astroid/tests/testdata/python2/data/nonregr.py"", line 16
    print v.get('yo')
          ^
SyntaxError: invalid syntax

  File ""/home/harter/work/iot-lab/parts/cli-tools/astroid-1.3.2-py3.4.egg/astroid/tests/testdata/python2/data/notall.py"", line 7
    def func(): print 'yo'
                         ^
SyntaxError: invalid syntax

  File ""/home/harter/work/iot-lab/parts/cli-tools/astroid-1.3.2-py3.4.egg/astroid/tests/testdata/python2/data/all.py"", line 7
    def func(): print 'yo'
                         ^
SyntaxError: invalid syntax

  File ""/home/harter/work/iot-lab/parts/cli-tools/astroid-1.3.2-py3.4.egg/astroid/tests/testdata/python2/data/SSL1/Connection1.py"", line 14
    print 'init Connection'
                          ^
SyntaxError: Missing parentheses in call to 'print'

  File ""/home/harter/work/iot-lab/parts/cli-tools/astroid-1.3.2-py3.4.egg/astroid/tests/testdata/python2/data/module1abs/__init__.py"", line 4
    print sys.version
            ^
SyntaxError: Missing parentheses in call to 'print'

  File ""/home/harter/work/iot-lab/parts/cli-tools/astroid-1.3.2-py3.4.egg/astroid/tests/testdata/python2/data/appl/myConnection.py"", line 7
    print 'MyConnection init'
                            ^
SyntaxError: Missing parentheses in call to 'print'


```

---
- Bitbucket: https://bitbucket.org/logilab/astroid/issue/72
",start issue,Installing astroid via setuptools as a dependency produces SyntaxError warnings
1,issue_closed,72,pycqa,astroid,PCManticore,2016-02-18 21:57:41,,closed issue,Installing astroid via setuptools as a dependency produces SyntaxError warnings
2,issue_comment,72,pycqa,astroid,pylint-bot,2015-03-13 09:51:37,"_Original comment by_ **Michael Platings (BitBucket: [mplatings](http://bitbucket.org/mplatings), GitHub: @mplatings?)**:

---

For a work-around to fix the errors on Python 2, I've submitted this pull request: https://bitbucket.org/logilab/astroid/pull-request/70/work-around-the-python-2-part-of-issue

I frequently get people asking me why they're seeing errors while installing my software so I'd really like to see this fixed!
",,
3,issue_comment,72,pycqa,astroid,pylint-bot,2015-08-10 17:46:35,"_Original comment by_ **Claudiu Popa (BitBucket: [PCManticore](http://bitbucket.org/PCManticore), GitHub: @PCManticore)**:

---

Would you like to work on a patch? ;-) It would be nice to have this fixed, but I'm at this point in a dearth of time, being overwhelmed by the number of issues that needs to be solved.
",,
4,issue_comment,72,pycqa,astroid,unixsurfer,2015-12-21 17:00:12,"I would like to see a fix for the python3 errors
",,
5,issue_comment,72,pycqa,astroid,PCManticore,2016-02-18 21:57:40,"Fixed, the testdata should be compatible with both versions.
",,
6,issue_comment,72,pycqa,astroid,cladmi,2016-02-19 00:15:10,"@PCManticore Nice ! Which commit does solve this, I wasn't good enough with setuptools to correct the bug, I tried but failed so I'm really interested.
",,
7,issue_comment,72,pycqa,astroid,PCManticore,2016-02-19 00:17:58,"It should be this one https://github.com/PyCQA/astroid/commit/ffa1ba873ca879ae2d259903b8add63f6e6eb2ac. This is applied only in the 2.0 branch, since that's where our focus is currently going (will become the new master in a couple of weeks hopefully).
",,
0,issue_title,231,pycqa,astroid,pylint-bot,2015-10-28 00:03:54,"Originally reported by: **BitBucket: [ceridwenv](http://bitbucket.org/ceridwenv), GitHub: @ceridwen**

---

There are multiple methods in LocalsDictNodeNG that are roughly duplicates of methods in collections.Mapping, and using it would require implementing only one more trivial method, `__len__`.

---
- Bitbucket: https://bitbucket.org/logilab/astroid/issue/231
",start issue,Use collections.Mapping to provide methods for LocalsDictNodeNG
1,issue_closed,231,pycqa,astroid,PCManticore,2016-02-18 22:00:31,,closed issue,Use collections.Mapping to provide methods for LocalsDictNodeNG
