,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,801,nilearn,nilearn,AlexandreAbraham,2015-10-21 12:56:47,"Some neuropeople asked me why we were only plotting the right hemisphere in nilearn. In fact, in our plotting functions, in the sagittal view, the brain is ""looking to"" the right, which means that this is a right hemisphere to neuropeople. We probably want to flip it when the slice is in the left part of the brain in plotting and make two sagittal plots (one left hemisphere and one right hemisphere) in the glass brain.
",start issue,Hemisphere plotting
2,issue_closed,801,nilearn,nilearn,GaelVaroquaux,2016-02-08 22:54:55,,closed issue,Hemisphere plotting
3,issue_comment,801,nilearn,nilearn,rschmaelzle,2016-02-08 16:45:59,"Hi, that is indeed something I would find handy. Is there perhaps an interim solution? I tried playing with gca.invert_xaxis() but did not succeed. Best, Ralf.
",,
4,issue_comment,801,nilearn,nilearn,lesteve,2016-02-08 22:50:37,"This is a duplicate of #942, right ?
",,
5,issue_comment,801,nilearn,nilearn,GaelVaroquaux,2016-02-08 22:54:53,"Indeed, it's a duplicate.

Also,  @rschmaelzle : there is no quick workaround
",,
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,804,nilearn,nilearn,GaelVaroquaux,2015-10-22 12:46:05,"Inspired from eg joblib

Cc @aabadie : do you want to take that one?
",start issue,Set up appveyor to test on windows
2,issue_closed,804,nilearn,nilearn,lesteve,2015-11-04 13:44:07,,closed issue,Set up appveyor to test on windows
3,issue_comment,804,nilearn,nilearn,aabadie,2015-10-22 13:35:43,"@GaelVaroquaux sure !
",,
4,issue_comment,804,nilearn,nilearn,aabadie,2015-10-22 13:44:54,"Potentially, the tests don't pass on windows....
",,
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,802,nilearn,nilearn,AlexandreAbraham,2015-10-22 09:46:54,"Fix #764
",start issue,Rename fetch_atlas_aal_spm_12 to fetch_atlas_aal
2,issue_closed,802,nilearn,nilearn,lesteve,2015-10-27 12:03:05,,closed issue,Rename fetch_atlas_aal_spm_12 to fetch_atlas_aal
3,pull_request_title,802,nilearn,nilearn,AlexandreAbraham,2015-10-22 09:46:54,"Fix #764
",ccda428752b2f45b3140c13cfe181abae09665a5,Rename fetch_atlas_aal_spm_12 to fetch_atlas_aal
4,pull_request_merged,802,nilearn,nilearn,lesteve,2015-10-27 12:03:05,Rename fetch_atlas_aal_spm_12 to fetch_atlas_aal,5c53c02626e6520ad5f4d5b819a1e0aec550e14e,Pull request merge from AlexandreAbraham/nilearn:rename_aal to nilearn/nilearn:master
5,issue_comment,802,nilearn,nilearn,aabadie,2015-10-26 08:17:48,"Sorry @GaelVaroquaux, you mispelled my id so I wasn't notified.
",,
6,issue_comment,802,nilearn,nilearn,aabadie,2015-10-27 09:30:54,"Thanks for fixing the remaining failing test @AlexandreAbraham. To me all is ok with this PR now (LGTM as you all say ;) ). So I guess it can be merged now : @lesteve @GaelVaroquaux  ?
",,
7,issue_comment,802,nilearn,nilearn,GaelVaroquaux,2015-10-22 11:02:28,"@aabadi : do you want to review this?
",,
