,rectype,issueid,project_owner,project_name,actor,time,text,action,title
2,pull_request_title,479,idan,oauthlib,brettcannon,2017-06-13 17:21:01,They look nicer than the PNG versions.,14c4673eb933be7e49254fad77af0c96add7c231,Use SVG badges in README
3,pull_request_merged,479,idan,oauthlib,thedrow,2017-07-30 06:48:58,Use SVG badges in README,26acdff0025f378cd503040f5241f1207abda991,Pull request merge from brettcannon/oauthlib:patch-1 to idan/oauthlib:master
4,issue_comment,479,idan,oauthlib,thedrow,2017-07-30 06:49:03,Thanks!,,
5,pull_request_commit,479,idan,oauthlib,brettcannon,2017-06-13 17:20:44,"Use SVG badges in README

They look nicer than the PNG versions.",14c4673eb933be7e49254fad77af0c96add7c231,
0,issue_title,478,idan,oauthlib,jdufresne,2017-06-02 12:00:59,"See:

https://bitbucket.org/pypa/wheel/src/54ddbcc9cec25e1f4d111a142b8bfaa163130a61/wheel/bdist_wheel.py?fileviewer=file-view-default#bdist_wheel.py-119:125

http://pythonwheels.com/",start issue,Rename [wheel] section to [bdist_wheel] as the former is legacy
1,issue_closed,478,idan,oauthlib,thedrow,2017-07-30 06:49:17,,closed issue,Rename [wheel] section to [bdist_wheel] as the former is legacy
2,pull_request_title,478,idan,oauthlib,jdufresne,2017-06-02 12:00:59,"See:

https://bitbucket.org/pypa/wheel/src/54ddbcc9cec25e1f4d111a142b8bfaa163130a61/wheel/bdist_wheel.py?fileviewer=file-view-default#bdist_wheel.py-119:125

http://pythonwheels.com/",b67e178e6fe9e916192d4ce30d4fba757c768c56,Rename [wheel] section to [bdist_wheel] as the former is legacy
3,pull_request_merged,478,idan,oauthlib,thedrow,2017-07-30 06:49:17,Rename [wheel] section to [bdist_wheel] as the former is legacy,9a72842af28b6c46524937b61cd009ce920ea77f,Pull request merge from jdufresne/oauthlib:bdist to idan/oauthlib:master
4,issue_comment,478,idan,oauthlib,thedrow,2017-07-30 06:49:21,Thanks!,,
5,pull_request_commit,478,idan,oauthlib,jdufresne,2017-06-02 12:00:28,"Rename [wheel] section to [bdist_wheel] as the former is legacy

See:

https://bitbucket.org/pypa/wheel/src/54ddbcc9cec25e1f4d111a142b8bfaa163130a61/wheel/bdist_wheel.py?fileviewer=file-view-default#bdist_wheel.py-119:125

http://pythonwheels.com/",b67e178e6fe9e916192d4ce30d4fba757c768c56,
0,issue_title,473,idan,oauthlib,jdufresne,2017-04-16 21:00:00,"assertEquals is deprecated in favor of assertEqual.

When running tests, fixes warnings of the form:

  DeprecationWarning: Please use assertEqual instead.

For more information, see:

https://docs.python.org/3/library/unittest.html#deprecated-aliases",start issue,Replace all uses of assertEquals with assertEqual
1,issue_closed,473,idan,oauthlib,thedrow,2017-07-30 06:51:10,,closed issue,Replace all uses of assertEquals with assertEqual
2,pull_request_title,473,idan,oauthlib,jdufresne,2017-04-16 21:00:00,"assertEquals is deprecated in favor of assertEqual.

When running tests, fixes warnings of the form:

  DeprecationWarning: Please use assertEqual instead.

For more information, see:

https://docs.python.org/3/library/unittest.html#deprecated-aliases",e3626c4f0e09728f336acc32c5a1f61c4fed9418,Replace all uses of assertEquals with assertEqual
3,pull_request_merged,473,idan,oauthlib,thedrow,2017-07-30 06:51:10,Replace all uses of assertEquals with assertEqual,008ebbdebd4c3a0f584ea45007e2581ac71606c2,Pull request merge from jdufresne/oauthlib:assertequal to idan/oauthlib:master
4,issue_comment,473,idan,oauthlib,thedrow,2017-07-30 06:51:14,Thanks!,,
5,pull_request_commit,473,idan,oauthlib,jdufresne,2017-04-16 20:57:30,"Replace all uses of assertEquals with assertEqual

assertEquals is deprecated in favor of assertEqual.

When running tests, fixes warnings of the form:

  DeprecationWarning: Please use assertEqual instead.

For more information, see:

https://docs.python.org/3/library/unittest.html#deprecated-aliases",e3626c4f0e09728f336acc32c5a1f61c4fed9418,
0,issue_title,472,idan,oauthlib,jdufresne,2017-04-16 20:49:43,,start issue,Add Python 3.6 to Travis CI testing and trove classifiers
1,issue_closed,472,idan,oauthlib,thedrow,2017-07-30 06:50:08,,closed issue,Add Python 3.6 to Travis CI testing and trove classifiers
2,pull_request_title,472,idan,oauthlib,jdufresne,2017-04-16 20:49:43,,ea0e1c121fbad0afd5812c820d042ecc8235441d,Add Python 3.6 to Travis CI testing and trove classifiers
3,pull_request_merged,472,idan,oauthlib,thedrow,2017-07-30 06:50:08,Add Python 3.6 to Travis CI testing and trove classifiers,bbc9b046899099f2935fd4f1a978e32cdc537ea0,Pull request merge from jdufresne/oauthlib:py36 to idan/oauthlib:master
4,issue_comment,472,idan,oauthlib,bryanhelmig,2017-06-08 21:39:26,This is great -- would love to get it merged up!,,
5,issue_comment,472,idan,oauthlib,thedrow,2017-07-30 06:50:12,Thanks!,,
6,pull_request_commit,472,idan,oauthlib,jdufresne,2017-04-16 20:47:52,Add Python 3.6 to Travis CI testing and trove classifiers,ea0e1c121fbad0afd5812c820d042ecc8235441d,
0,issue_title,474,idan,oauthlib,jdufresne,2017-04-16 21:16:15,"When running tests, fixes warnings of the form:

.../oauthlib/oauthlib/oauth1/rfc5849/utils.py:56: BytesWarning: str() on a bytes instance",start issue,Fix BytesWarning issued when using a string placeholder for bytes object
1,issue_closed,474,idan,oauthlib,thedrow,2017-07-30 06:50:35,,closed issue,Fix BytesWarning issued when using a string placeholder for bytes object
2,pull_request_title,474,idan,oauthlib,jdufresne,2017-04-16 21:16:15,"When running tests, fixes warnings of the form:

.../oauthlib/oauthlib/oauth1/rfc5849/utils.py:56: BytesWarning: str() on a bytes instance",40952892042c85d08107c009f77790b823fcad3c,Fix BytesWarning issued when using a string placeholder for bytes object
3,pull_request_merged,474,idan,oauthlib,thedrow,2017-07-30 06:50:35,Fix BytesWarning issued when using a string placeholder for bytes object,103a9519a288b5fe3142bbb2cc456e5560ba29f8,Pull request merge from jdufresne/oauthlib:bytes-warnings to idan/oauthlib:master
4,issue_comment,474,idan,oauthlib,thedrow,2017-07-30 06:50:43,Thanks!,,
5,pull_request_commit,474,idan,oauthlib,jdufresne,2017-04-16 21:14:22,"Fix BytesWarning issued when using a string placeholder for bytes object

When running tests, fixes warnings of the form:

.../oauthlib/oauthlib/oauth1/rfc5849/utils.py:56: BytesWarning: str() on a bytes instance",40952892042c85d08107c009f77790b823fcad3c,
