,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,issue_title,258,aio-libs,aioredis,samuelcolvin,2017-06-30 09:04:41,"v0.3.3 has no release or tag so I can't find which commit it refers to and there's no reference to it in CHANGES.txt.

Before I upgrade, please can you describe what has changed and/or add a tag referring to the release?",start issue,What's changed in 0.3.3?
1,issue_closed,258,aio-libs,aioredis,popravich,2017-07-12 07:36:28,,closed issue,What's changed in 0.3.3?
2,issue_comment,258,aio-libs,aioredis,samuelcolvin,2017-06-30 09:05:41,"ok, just seen the tag. still changes.txt update would be good",,
3,issue_comment,258,aio-libs,aioredis,popravich,2017-06-30 13:59:32,have you checked branch `v0.3`?,,
4,issue_comment,258,aio-libs,aioredis,popravich,2017-07-12 07:36:28,https://aioredis.readthedocs.io/en/v0.3.3/releases.html#id1,,
0,issue_title,259,aio-libs,aioredis,popravich,2017-06-30 17:48:38,"v5.8.0 has a bug (related to C python extension, see  https://bitbucket.org/pypy/pypy/issues/2592/pypy3-listpop-returns-none-for-a-list), so update to v5.9.0 (ie, nightly build)",start issue,update PyPy3 to nightly build (>v5.8.0)
1,issue_closed,259,aio-libs,aioredis,popravich,2017-06-30 17:48:44,,closed issue,update PyPy3 to nightly build (>v5.8.0)
2,pull_request_title,259,aio-libs,aioredis,popravich,2017-06-30 17:48:38,"v5.8.0 has a bug (related to C python extension, see  https://bitbucket.org/pypy/pypy/issues/2592/pypy3-listpop-returns-none-for-a-list), so update to v5.9.0 (ie, nightly build)",63dbf8f006796e23b5c4d172e8b6da0769437152,update PyPy3 to nightly build (>v5.8.0)
3,pull_request_merged,259,aio-libs,aioredis,popravich,2017-06-30 17:48:44,update PyPy3 to nightly build (>v5.8.0),daea846bde9ac18f6b588fdcf76b597ac6c7eb7e,Pull request merge from aio-libs/aioredis:pypy_update to aio-libs/aioredis:master
4,issue_comment,259,aio-libs,aioredis,codecov[bot],2017-06-30 17:48:44,"# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/259?src=pr&el=h1) Report
> Merging [#259](https://codecov.io/gh/aio-libs/aioredis/pull/259?src=pr&el=desc) into [master](https://codecov.io/gh/aio-libs/aioredis/commit/11e6524f4a68e9ee0a0ca4206ae96dcc3f46837b?src=pr&el=desc) will **decrease** coverage by `0.02%`.
> The diff coverage is `n/a`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/259/graphs/tree.svg?token=THCDhqngRB&width=650&height=150&src=pr)](https://codecov.io/gh/aio-libs/aioredis/pull/259?src=pr&el=tree)

```diff
@@            Coverage Diff             @@
##           master     #259      +/-   ##
==========================================
- Coverage   96.91%   96.88%   -0.03%     
==========================================
  Files          57       57              
  Lines        7450     7450              
  Branches      587      587              
==========================================
- Hits         7220     7218       -2     
- Misses        170      172       +2     
  Partials       60       60
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/259?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [aioredis/parser.py](https://codecov.io/gh/aio-libs/aioredis/pull/259?src=pr&el=tree#diff-YWlvcmVkaXMvcGFyc2VyLnB5) | `98.42% <0%> (-1.58%)` | :arrow_down: |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/259?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/259?src=pr&el=footer). Last update [11e6524...63dbf8f](https://codecov.io/gh/aio-libs/aioredis/pull/259?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",,
5,pull_request_commit,259,aio-libs,aioredis,popravich,2017-06-30 17:23:39,update PyPy3 to nightly build (>v5.8.0),63dbf8f006796e23b5c4d172e8b6da0769437152,
0,issue_title,257,aio-libs,aioredis,pfreixes,2017-06-30 07:13:28,,start issue,Fix critical bug with patched Lock
