,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,issue_title,413,idan,oauthlib,tbartelmess,2016-04-13 19:15:41,,start issue,access -> accessed
1,issue_closed,413,idan,oauthlib,thedrow,2016-04-20 08:29:26,,closed issue,access -> accessed
2,pull_request_title,413,idan,oauthlib,tbartelmess,2016-04-13 19:15:41,,22a5747998c3e359ac5186426045a1696e228f8c,access -> accessed
3,pull_request_merged,413,idan,oauthlib,thedrow,2016-04-20 08:29:26,access -> accessed,34e5a07f7be4ae29823cb8129c1177fe3c3d55cf,Pull request merge from tbartelmess/oauthlib:patch-1 to idan/oauthlib:master
4,issue_comment,413,idan,oauthlib,thedrow,2016-04-20 08:29:30,"Thanks!
",,
5,pull_request_commit,413,idan,oauthlib,tbartelmess,2016-04-13 19:15:37,access -> accessed,22a5747998c3e359ac5186426045a1696e228f8c,
0,issue_title,416,idan,oauthlib,joelstevenson,2016-04-20 01:22:00,"Rebasing the work done by @ib-lundgren in 2014 onto the current version of master and providing some additional work to get OpenID Connect generally useable.  Authorization Code flow is the primary target but existing work on Implicit and Hybrid is still included.
",start issue,Openid connect
1,issue_closed,416,idan,oauthlib,thedrow,2016-08-28 07:28:42,,closed issue,Openid connect
2,pull_request_title,416,idan,oauthlib,joelstevenson,2016-04-20 01:22:00,"Rebasing the work done by @ib-lundgren in 2014 onto the current version of master and providing some additional work to get OpenID Connect generally useable.  Authorization Code flow is the primary target but existing work on Implicit and Hybrid is still included.
",06c0bd8e2deb7c9c2e4c5d7874bc94c90e334d4d,Openid connect
3,pull_request_merged,416,idan,oauthlib,thedrow,2016-08-28 07:28:42,Openid connect,d5315c19ccc3fdd4ba70b1c94a727e8573f3ad78,Pull request merge from joelstevenson/oauthlib:openid_connect to idan/oauthlib:master
4,issue_comment,416,idan,oauthlib,thedrow,2016-04-20 08:27:19,"Nice job. Have you tested this yourself?
",,
5,issue_comment,416,idan,oauthlib,joelstevenson,2016-04-22 21:00:07,"@thedrow I'm developing it in the context of a Django app using Django-OAuth2-Toolkit, with a small few patches to DOT to support any changes made here to the oauthlib (mostly the validator) .  So far so good.
",,
6,issue_comment,416,idan,oauthlib,thedrow,2016-04-24 05:54:16,"Ok let me know when you guys are ready.
",,
7,issue_comment,416,idan,oauthlib,joelstevenson,2016-05-11 20:22:42,"@thedrow @bjmc @clintonb @ib-lundgren I think this is pretty much ready - but does anyone have any lingering concerns or suggestions?
",,
8,issue_comment,416,idan,oauthlib,thedrow,2016-05-13 06:32:27,"How much API does this PR break if at all?
",,
9,issue_comment,416,idan,oauthlib,thedrow,2016-05-13 06:34:38,"Also, this feature really needs to be documented. 
",,
10,issue_comment,416,idan,oauthlib,joelstevenson,2016-06-06 17:14:05,"Sorry for the delay - I hope to get to that this week.
",,
11,issue_comment,416,idan,oauthlib,clintonb,2016-08-17 13:39:11,"@joelstevenson @thedrow @ib-lundgren is this still under active development? What can we do to get it delivered?
",,
12,issue_comment,416,idan,oauthlib,joelstevenson,2016-08-17 16:45:31,"@clintonb I need to provide some documentation describing what aspects of OIDC are supported.  Thanks for the ping - I will do so today.
",,
13,issue_comment,416,idan,oauthlib,joelstevenson,2016-08-18 22:55:28,"@thedrow the OpenID Connect auth flows don't break any existing API, as such, though they do extend it when an OpenID Connect auth request is received.  The OIDC code is only active when/if the request has a scope including `openid`.  For all other requests OAuthLib will behave as if unchanged.  

If OAuthLib users are passing the `scope` parameter through unfiltered (which is likely I'd imagine), and a request comes through that triggers the OIDC code then it will result in a `NotImplementedError` from one of:

```
RequestValidator.validate_silent_authorization()
RequestValidator.validate_silent_login()
RequestValidator.validate_user_match()
RequestValidator.get_id_token()
```

Until their validator subclass provides an implementation.
",,
14,issue_comment,416,idan,oauthlib,bjmc,2016-08-25 14:50:35,"Is there anything else needed to push this across the finish line?
",,
15,issue_comment,416,idan,oauthlib,thedrow,2016-08-25 17:29:21,"@bjmc Just a few more minor issues.
@joelstevenson Can you take a look at the comments?
Also, you can add yourself to the AUTHORS file :)
",,
16,issue_comment,416,idan,oauthlib,thedrow,2016-08-28 07:29:18,"@joelstevenson Great job! Thank you for your contribution.
I'll release this feature tonight (Israel Time) :)
",,
17,issue_comment,416,idan,oauthlib,joelstevenson,2016-08-30 16:00:58,"@thedrow .  Cheers, I'm happy to help!  Most of the work was from @ib-lundgren so a big thanks to him for bootstrapping the whole effort.
",,
18,issue_comment,416,idan,oauthlib,thedrow,2016-09-03 08:58:38,"Released!
",,
19,pull_request_commit_comment,416,idan,oauthlib,clintonb,2016-04-20 01:31:59,"Why the changes to this file?
",06c0bd8e2deb7c9c2e4c5d7874bc94c90e334d4d,"(None, '', u'tox.ini')"
