,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,issue_title,333,idan,oauthlib,tilgovi,2015-03-17 14:08:13,"I see there's lots of open PRs and issues but not a ton of recent activity. Would you like help?
",start issue,Bunch of open PRs -- do you need maintainers?
1,issue_closed,333,idan,oauthlib,thedrow,2015-07-19 10:18:24,,closed issue,Bunch of open PRs -- do you need maintainers?
2,issue_comment,333,idan,oauthlib,ib-lundgren,2015-03-17 14:17:56,"A thousand times yes. Been meaning to send out a plea for this but yet to get around to it. Last few months have been and continue to be super busy.

I'm sure there are a bunch of able hands out there and several of these are probably waiting in the PR queue already. Lets try and get through this together, I will merge any PR that has 1 or more ""Looks good to me"" comments on it. Please ping this bug when a PR has been reviewed and I'll make sure I take a look within the next working day :)

When the bug queue has been cleared I'll add write access to people who are interested.
",,
3,issue_comment,333,idan,oauthlib,tilgovi,2015-03-17 14:32:53,"You prefer I ping this issue as well as writing LGTM to on the PRs? Or should we just close this?
",,
4,issue_comment,333,idan,oauthlib,ib-lundgren,2015-03-17 14:34:43,"Please do either both or simply ping this bug saying along the lines of ""PR #X LGTM"".

Lets keep this open until the queue is cleared :)
",,
5,issue_comment,333,idan,oauthlib,georgewhewell,2015-04-02 10:32:49,"Can #310 be merged? Would be good to have tests passing at current version before more changes are applied.
",,
6,issue_comment,333,idan,oauthlib,lepture,2015-04-02 10:46:43,"ping @ib-lundgren 
",,
7,issue_comment,333,idan,oauthlib,ib-lundgren,2015-04-02 11:41:32,"Quickly skimmed a few PRs now and will try and dig a bit deeper if time allows tomorrow :)

Keep up the great work guys and if there is something controversial / blocking / should be prioritized don't hesitate to point it out
",,
8,issue_comment,333,idan,oauthlib,josephtate,2015-04-13 08:48:28,"I'd be happy to pitch in as a part time maintainer. I've got #322 cleaned up and reviewed by the JWT owner, and #323 is good to go now too.
",,
9,issue_comment,333,idan,oauthlib,ib-lundgren,2015-04-19 14:31:17,"@josephtate that is great news :) I'd love to have a few maintainers helping out as much as they have time for. 
",,
