,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,issue_title,23,idan,oauthlib,calebbrown,2012-04-24 23:19:17,"I went through the latest changes and made some fixes so the server tests started working again.

The two changes I needed to make were:
1. Order of values returned from client.sign() were changed
2. Call to `Client.get_oauth_signature()` in `Server.check_request_signature()` needed to take a Request() instance.
",start issue,Fix the failing server tests.
1,issue_closed,23,idan,oauthlib,idan,2012-04-25 06:39:18,,closed issue,Fix the failing server tests.
2,pull_request_title,23,idan,oauthlib,calebbrown,2012-04-24 23:19:17,"I went through the latest changes and made some fixes so the server tests started working again.

The two changes I needed to make were:
1. Order of values returned from client.sign() were changed
2. Call to `Client.get_oauth_signature()` in `Server.check_request_signature()` needed to take a Request() instance.
",41576dbcd659dc09a042191d41f460f138b96102,Fix the failing server tests.
3,pull_request_merged,23,idan,oauthlib,idan,2012-04-25 06:39:18,Fix the failing server tests.,beae91455044458b12c66e86ee20fdc53206a6e0,Pull request merge from calebbrown/oauthlib:bugs/broken_server to idan/oauthlib:master
4,pull_request_commit_comment,23,idan,oauthlib,calebbrown,2012-04-24 23:29:29,"Needing to explicitly set oauth_params didn't feel exactly right in this scenario. When Server gets some Request love this will go away I presume.
",41576dbcd659dc09a042191d41f460f138b96102,"(7, '', u'oauthlib/oauth1/rfc5849/__init__.py')"
5,pull_request_commit_comment,23,idan,oauthlib,idan,2012-04-25 06:39:10,"Not sure what you mean by this—e.g. you'd like to change the signature of Request.**init**()? Or something more?
",41576dbcd659dc09a042191d41f460f138b96102,"(7, '', u'oauthlib/oauth1/rfc5849/__init__.py')"
6,pull_request_commit_comment,23,idan,oauthlib,calebbrown,2012-04-26 01:09:04,"Sorry, that comment wasn't very clear.

I don't think the signature needs to change to `Request.__init__()`, I just wasn't sure if the way I was doing things was the right way to do it, or the way it was planning to stay.
",41576dbcd659dc09a042191d41f460f138b96102,"(7, '', u'oauthlib/oauth1/rfc5849/__init__.py')"
7,pull_request_commit,23,idan,oauthlib,calebbrown,2012-04-24 23:15:20,"Fix the failing tests.

 * Order of values returned from client.sign() were changed
 * Call to Client.get_oauth_signature() in
   Server.check_request_signature() needs to take a Request()",41576dbcd659dc09a042191d41f460f138b96102,
0,issue_title,21,idan,oauthlib,calebbrown,2012-04-19 04:14:37,"### Problem

The problem I was having was that `oauth1.rfc5849.signature.collect_parameters()` was not properly supporting headers that were in unicode.

This problem doesn't expose itself unless you pass through parameters that will change when escaped/unescaped, e.g URLs.

The problem can be seen in `Client.sign()`. What happens is `oauth1.rfc5849.parameters.prepare_headers()` is called (via `Client._contribute_parameters()`), builds _and_ escapes the headers and returns a unicode encoded header string.

This is then passed to `signature.collect_parameters()` (via `Client.get_oauth_signature()`) which fails to unescape the headers because they're in unicode.

The base string is then built from these, leading to an incorrect signature being generated.
### Solution

My implementation solves the problem by allowing both unicode and str types to be unescaped in `signature.collect_parameters()`.

The fix is in the last two changesets.

This pull requests also includes everything from my [last pull request](https://github.com/idangazit/oauthlib/pull/20) (if I had planned it better they would've all been in separate branches :/)
",start issue,Better handle unicode in OAuth1's parameter parsing.
1,issue_closed,21,idan,oauthlib,calebbrown,2012-04-26 01:09:48,,closed issue,Better handle unicode in OAuth1's parameter parsing.
2,pull_request_title,21,idan,oauthlib,calebbrown,2012-04-19 04:14:37,"### Problem

The problem I was having was that `oauth1.rfc5849.signature.collect_parameters()` was not properly supporting headers that were in unicode.

This problem doesn't expose itself unless you pass through parameters that will change when escaped/unescaped, e.g URLs.

The problem can be seen in `Client.sign()`. What happens is `oauth1.rfc5849.parameters.prepare_headers()` is called (via `Client._contribute_parameters()`), builds _and_ escapes the headers and returns a unicode encoded header string.

This is then passed to `signature.collect_parameters()` (via `Client.get_oauth_signature()`) which fails to unescape the headers because they're in unicode.

The base string is then built from these, leading to an incorrect signature being generated.
### Solution

My implementation solves the problem by allowing both unicode and str types to be unescaped in `signature.collect_parameters()`.

The fix is in the last two changesets.

This pull requests also includes everything from my [last pull request](https://github.com/idangazit/oauthlib/pull/20) (if I had planned it better they would've all been in separate branches :/)
",2a2594986c61115ebe1ec5f1ddeec3812294642b,Better handle unicode in OAuth1's parameter parsing.
3,issue_comment,21,idan,oauthlib,calebbrown,2012-04-19 05:40:21,"Related pull request is #20
",,
4,issue_comment,21,idan,oauthlib,idan,2012-04-24 14:14:23,"I'm still wrapping my brain around the unicode-related changes in your branch and @dgouldin's recent commits. Regardless, the pull request won't merge at this point.
",,
5,issue_comment,21,idan,oauthlib,dgouldin,2012-04-24 16:31:16,"I've integrated his piece of the pull request into collect_parameters, so it should be effectively the same now.  The changeset is small enough that it may be best to cherry-pick the commits we want to include rather than merging the whole pull request.
",,
6,issue_comment,21,idan,oauthlib,idan,2012-04-24 19:22:37,"@dgouldin meaning your recent commits already include this or we still have stuff to merge?
",,
7,issue_comment,21,idan,oauthlib,dgouldin,2012-04-24 19:23:34,"Includes the one diff you commented on in signature.py, but not the whole pull request
",,
8,issue_comment,21,idan,oauthlib,idan,2012-04-24 19:27:08,"Everything from d98d..eb08 was already merged in #20; looking at what's left over now.
",,
9,issue_comment,21,idan,oauthlib,calebbrown,2012-04-24 23:21:51,"@idangazit, I went over the most recent changes in master and it appears as though the bug this changeset was fixing was fixed by the changes @dgouldin committed earlier.
",,
10,issue_comment,21,idan,oauthlib,idan,2012-04-25 07:04:04,"@calebbrown tl;dr is there anything which still requires merging here or shall I close the PR?
",,
11,issue_comment,21,idan,oauthlib,calebbrown,2012-04-26 01:09:48,"@idangazit no. the PR can be closed.
",,
12,pull_request_commit_comment,21,idan,oauthlib,idan,2012-04-24 14:09:57,"This bit seems to conflict with changes that @dgouldin made—not sure what should take precedence.
",2a2594986c61115ebe1ec5f1ddeec3812294642b,"(4, '', u'oauthlib/oauth1/rfc5849/signature.py')"
13,pull_request_commit,21,idan,oauthlib,calebbrown,2012-04-18 10:53:36,Fix some some broken constants and vars in the OAuth1 Server.,d98d067bd807cbe5a1d3067f57397909e387618b,
14,pull_request_commit,21,idan,oauthlib,calebbrown,2012-04-18 11:38:41,"Extract the signature method for the signature method, not the
signature.",7118970bb198b1bd34c43e0073da54df3d09d749,
15,pull_request_commit,21,idan,oauthlib,calebbrown,2012-04-18 11:40:38,urllib.unqoute doesn't take 'safe' as an arg. Add a test and fix.,e569fc16ed65a2bfe50061a58f21579025eff3c3,
