"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","295","aio-libs","aioredis","popravich","2017-09-26 07:55:26","","start issue","Update dependencies"
"issue_closed","295","aio-libs","aioredis","popravich","2017-09-26 08:23:15","","closed issue","Update dependencies"
"pull_request_title","295","aio-libs","aioredis","popravich","2017-09-26 07:55:26","","566591d2567df203cc60b7f4b5e63acafde2ede0","Update dependencies"
"pull_request_merged","295","aio-libs","aioredis","popravich","2017-09-26 08:23:15","Update dependencies","580cf58a547a0b65f40e2cd2baf2f6ab657e517d","Pull request merge from aio-libs/aioredis:pyup to aio-libs/aioredis:master"
"issue_comment","295","aio-libs","aioredis","codecov[bot]","2017-09-26 08:31:05","# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/295?src=pr&el=h1) Report
> Merging [#295](https://codecov.io/gh/aio-libs/aioredis/pull/295?src=pr&el=desc) into [master](https://codecov.io/gh/aio-libs/aioredis/commit/7119bc10b4b9fff2555fc55b797f9133cc2e72ae?src=pr&el=desc) will **increase** coverage by `0.01%`.
> The diff coverage is `n/a`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/295/graphs/tree.svg?width=650&src=pr&token=THCDhqngRB&height=150)](https://codecov.io/gh/aio-libs/aioredis/pull/295?src=pr&el=tree)

```diff
@@            Coverage Diff             @@
##           master     #295      +/-   ##
==========================================
+ Coverage   96.82%   96.84%   +0.01%     
==========================================
  Files          59       59              
  Lines        7538     7538              
  Branches      599      599              
==========================================
+ Hits         7299     7300       +1     
- Misses        174      175       +1     
+ Partials       65       63       -2
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/295?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [tests/sentinel\_failover\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/295?src=pr&el=tree#diff-dGVzdHMvc2VudGluZWxfZmFpbG92ZXJfdGVzdC5weQ==) | `87.21% <0%> (+0.75%)` | :arrow_up: |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/295?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/295?src=pr&el=footer). Last update [7119bc1...566591d](https://codecov.io/gh/aio-libs/aioredis/pull/295?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
","",""
"pull_request_commit","295","aio-libs","aioredis","pyup-bot","2017-06-27 00:45:43","Update pytest-xdist from 1.17.1 to 1.18.0","1b5d78206b2f17211b7d3107209967778e0d753a",""
"pull_request_commit","295","aio-libs","aioredis","pyup-bot","2017-07-02 11:50:53","Update sphinx from 1.6.2 to 1.6.3","92a782fded1bc6bc501edf40565389bcaf9db666",""
"pull_request_commit","295","aio-libs","aioredis","pyup-bot","2017-07-04 16:13:56","Update pytest from 3.1.2 to 3.1.3","70df7257d43deacea5a18ed19982ee7dfd0efb3c",""
"pull_request_commit","295","aio-libs","aioredis","pyup-bot","2017-07-06 10:31:00","Update pytest-xdist from 1.18.0 to 1.18.1","2f9029a9c96fb3de24cb65cdadc5179b102912eb",""
"pull_request_commit","295","aio-libs","aioredis","pyup-bot","2017-07-21 07:44:50","Update pyenchant from 1.6.8 to 1.6.11","3f7f808697d9130d344206dd928dc999c0935527",""
"pull_request_commit","295","aio-libs","aioredis","pyup-bot","2017-07-28 11:31:01","Update flake8 from 3.3.0 to 3.4.1","eb4c885df38314854601072ff6df180a9210c0f4",""
"pull_request_commit","295","aio-libs","aioredis","pyup-bot","2017-09-07 17:46:14","Update pytest from 3.1.3 to 3.2.2","1807eb91eb21e8ec56b9d32f63dfff885391d9db",""
"pull_request_commit","295","aio-libs","aioredis","pyup-bot","2017-09-09 18:10:37","Update async-timeout from 1.2.1 to 1.4.0 (#291)","c52fd3fdac6127ad8a714a65ca17143fe97b044c",""
"pull_request_commit","295","aio-libs","aioredis","pyup-bot","2017-09-26 01:40:43","Update sphinx from 1.6.3 to 1.6.4","afc7993bb90156d8487fc93150fbcbe95e6675f4",""
"pull_request_commit","295","aio-libs","aioredis","pyup-bot","2017-09-26 07:05:22","Update pytest-xdist from 1.18.1 to 1.20.0","566591d2567df203cc60b7f4b5e63acafde2ede0",""
