"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","144","nilearn","nilearn","eickenberg","2013-12-02 23:24:21","Here is a start. Data loads, can be looked at and is processed according to the description in the paper.

Probably can be simplified a lot in many places, but it's a start.
","start issue","WIP: Haxby data processing example"
"issue_closed","144","nilearn","nilearn","GaelVaroquaux","2013-12-11 23:11:58","","closed issue","WIP: Haxby data processing example"
"pull_request_title","144","nilearn","nilearn","eickenberg","2013-12-02 23:24:21","Here is a start. Data loads, can be looked at and is processed according to the description in the paper.

Probably can be simplified a lot in many places, but it's a start.
","197ac7da87011f8e96174a91861bef30addaa0d2","WIP: Haxby data processing example"
"issue_comment","144","nilearn","nilearn","fabianp","2013-12-03 08:30:34","Would it be possible to reuse the maps in dataset_files.func instead of redoing the GLM? it seems to me that there are the response for the 8+1 categories
","",""
"issue_comment","144","nilearn","nilearn","GaelVaroquaux","2013-12-03 09:06:41","Can we rename the script to plot_....py, so that it is compiled during building of the webpage.
","",""
"issue_comment","144","nilearn","nilearn","GaelVaroquaux","2013-12-03 09:27:52","Indeed, I agree with Fabian that the GLM is confusing.

It poses a bit of a problem, because the data in .func are not beta maps, but raw EPIs. In general, it is never a good idea to use the raw EPIs. With the Haxby dataset, we do it anyhow, but it's not great.

Ideally, we would have an object to estimate the betas from conditions. We don't have it currently. I don't know what is our best option here.
","",""
"issue_comment","144","nilearn","nilearn","eickenberg","2013-12-03 09:55:57","The structure of the GLM is taken from the paper and is rather specific. Looks like this is what worked best after trying a bunch of stuff. I don't think one can make an easily understandable object that generates this type of design matrix. But of course there is potential to simplify the code generating the design.
I deliberately used sklearn.linear_model.LinearRegression in order to avoid using linalg.pinv etc
","",""
"issue_comment","144","nilearn","nilearn","GaelVaroquaux","2013-12-03 09:59:04","Thinking more about the issue of the GLM: let's do as in the original article. I don't think that they used a GLM.
","",""
"issue_comment","144","nilearn","nilearn","GaelVaroquaux","2013-12-03 10:00:19","Ok, I need more time to understand the problem (right now I am multitasking too much).
","",""
"issue_comment","144","nilearn","nilearn","GaelVaroquaux","2013-12-03 10:01:40","Also, it would be good to have @bthirion's opinion on that.
","",""
