,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
83,commit_messages,,nilearn,nilearn,juhuntenburg,2017-02-17 14:25:05,fixing nibabel gifti import,035aa085b1c39843524a38e32b54e1720a05ccfa,,"api.github.com,git_clone","[u'[""nilearn/plotting/tests/test_surf_plotting.py""]']",False,[],[],[],[],2017-02-17
271,commit_messages,,nilearn,nilearn,salma1601,2017-03-03 17:49:52,rebase,0aa1a2b3d55744c45d73e9e2bae5669a824b6635,,"api.github.com,git_clone","[u'[""nilearn/decoding/space_net.py""]']",False,[],[],[],[],2017-03-03
323,commit_messages,,nilearn,nilearn,arthurmensch,2017-03-02 10:25:10,Doc fix,0d15babf56cdfdc07260eea17c8c3e37f4f542e6,,"api.github.com,git_clone","[u'[""examples/03_connectivity/plot_compare_resting_state_decomposition.py"", ""doc/connectivity/resting_state_networks.rst""]']",False,[],[],[],[],2017-03-02
380,commit_messages,,nilearn,nilearn,ahoyosid,2017-02-22 11:00:55,adding check feature screening,0fb3be853999a482e518a3704a2de4a5fead9718,,"api.github.com,git_clone","[u'[""nilearn/_utils/param_validation.py"", ""nilearn/_utils/tests/test_validation.py""]']",False,[],[],[],[],2017-02-22
400,commit_messages,,nilearn,nilearn,jeromedockes,2017-03-04 12:46:00,Merge branch 'master' into neurovault_fetcher,10b92f7dd265b83fbe5a5f7491e7b3eaff36414f,,"api.github.com,git_clone","[u'[""nilearn/decomposition/tests/test_base.py"", ""examples/03_connectivity/plot_compare_resting_state_decomposition.py"", ""nilearn/input_data/nifti_maps_masker.py"", ""nilearn/decomposition/multi_pca.py"", ""nilearn/image/image.py"", ""nilearn/input_data/nifti_masker.py"", ""nilearn/regions/signal_extraction.py"", ""nilearn/input_data/base_masker.py"", ""nilearn/input_data/nifti_spheres_masker.py"", ""nilearn/image/resampling.py"", ""nilearn/signal.py"", ""nilearn/_utils/niimg.py"", ""nilearn/_utils/niimg_conversions.py"", ""doc/connectivity/resting_state_networks.rst"", ""nilearn/decomposition/dict_learning.py"", ""nilearn/decoding/searchlight.py"", ""examples/02_decoding/plot_haxby_anova_svm.py"", ""nilearn/datasets/atlas.py"", ""nilearn/input_data/nifti_labels_masker.py"", ""nilearn/tests/test_masking.py"", ""nilearn/masking.py"", ""nilearn/input_data/multi_nifti_masker.py"", ""nilearn/decomposition/base.py"", ""nilearn/plotting/displays.py""]']",False,[],[],[],[],2017-03-04
427,commit_messages,,nilearn,nilearn,ahoyosid,2017-02-14 20:40:44,using only funsign backport to increase coverage,11eb968ef7088cdf4771ecacb3208afc1ae17aef,,"api.github.com,git_clone","[u'[""nilearn/_utils/fixes/sklearn_model_selection.py""]']",False,[],[],[],[],2017-02-14
485,commit_messages,,nilearn,nilearn,ahoyosid,2017-02-28 06:43:21,addressing comments,14151e7f6e352c3fb553104ba0c57489dcf96ae4,,"api.github.com,git_clone","[u'[""nilearn/_utils/param_validation.py""]']",False,[],[],[],[],2017-02-28
504,commit_messages,,nilearn,nilearn,ahoyosid,2017-03-02 00:03:36,minor,14e8388378046ae4cbe46b1d8663492c42b3f9ea,,"api.github.com,git_clone","[u'[""nilearn/_utils/param_validation.py""]']",False,[],[],[],[],2017-03-02
514,commit_messages,,nilearn,nilearn,GaelVaroquaux,2017-03-03 15:25:55,"Merge pull request #1393 from arthurmensch/dl_doc_fix

Doc: Dictionary learning documentation",155ccee31515c134d4d70cf29de712031c07bc6f,,"api.github.com,git_clone","[u'[""examples/03_connectivity/plot_compare_resting_state_decomposition.py"", ""doc/connectivity/resting_state_networks.rst""]']",False,[],"[{u'raw': u'#1393', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1393', u'']}]",[],[],2017-03-03
546,commit_messages,,nilearn,nilearn,GaelVaroquaux,2017-03-03 15:11:07,"Merge pull request #1401 from GaelVaroquaux/faster_svd

OPTIM: faster SVD",16b79d28991d5bf5d923d74d8f093b4089e5726f,,"api.github.com,git_clone","[u'[""nilearn/signal.py"", ""nilearn/decomposition/base.py"", ""nilearn/decomposition/tests/test_base.py""]']",False,[],"[{u'raw': u'#1401', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1401', u'']}]",[],[],2017-03-03
595,commit_messages,,nilearn,nilearn,AlexandreAbraham,2017-03-07 08:59:07,"Merge pull request #1410 from akshayah3/niimg

Support for niimg in find_cut_slices",18c09716c8a07657681ccd1c58aa4884eb76abf0,,"api.github.com,git_clone","[u'[""nilearn/plotting/find_cuts.py""]']",False,[],"[{u'raw': u'#1410', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1410', u'']}]",[],[],2017-03-07
623,commit_messages,,nilearn,nilearn,ahoyosid,2017-02-28 07:28:59,solving coverage problem,1a0e1c3f5b7cc3bcfac3e2597373ccb0b6ab2352,,"api.github.com,git_clone","[u'[""nilearn/_utils/param_validation.py""]']",False,[],[],[],[],2017-02-28
629,commit_messages,,nilearn,nilearn,ahoyosid,2017-02-28 08:03:19,using get_affine,1a550aba79140b00b4175294d584e82577344351,,"api.github.com,git_clone","[u'[""nilearn/_utils/param_validation.py""]']",False,[],[],[],[],2017-02-28
660,commit_messages,,nilearn,nilearn,ahoyosid,2017-02-28 07:28:59,solving coverage problem,1b8a72163eaf60770572fe129b81360d639ca7e3,,"api.github.com,git_clone","[u'[""nilearn/_utils/param_validation.py""]']",False,[],[],[],[],2017-02-28
