,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
12,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-12-02 10:02:14,"API: SpaceNet -> BaseSpaceNet

We want to make it really clear that it is a base class, and is not
intended for the end user.",007886f9479fde9a62df8950c4c884b4d8ddf4e2,,"api.github.com,git_clone","[u'[""nilearn/decoding/tests/test_same_api.py"", ""nilearn/decoding/tests/test_smooth_lasso.py"", ""nilearn/decoding/tests/test_objective_functions.py"", ""nilearn/decoding/tests/test_sklearn_compatibility.py"", ""nilearn/decoding/tests/test_space_net.py"", ""nilearn/decoding/__init__.py"", ""nilearn/decoding/space_net.py""]']",False,[],[],[],[],2014-12-02
15,commit_messages,,nilearn,nilearn,banilo,2014-12-15 13:09:37,cleanups + readjusted comment position,0095853236306d7d357f9c41d6289b2cdf818f26,,"api.github.com,git_clone","[u'[""nilearn/plotting/displays.py""]']",False,[],[],[],[],2014-12-15
24,commit_messages,,nilearn,nilearn,lesteve,2014-12-16 13:59:33,Update list of authors in doc/AUTHORS.rst,00d87d633e78a35fdb25987dc5118ec07bdb56f0,,"api.github.com,git_clone","[u'[""doc/AUTHORS.rst""]']",False,[],[],[],[],2014-12-16
79,commit_messages,,nilearn,nilearn,dohmatob,2014-12-08 14:28:17,remove obselet load_poldrack.py module,0335a82c0f2a4aa9b75512c52f6a881fe463a150,,"api.github.com,git_clone","[u'[""load_poldrack.py""]']",False,[],[],[],[],2014-12-08
90,commit_messages,,nilearn,nilearn,banilo,2014-11-21 16:36:05,completed docstrings,03aa5dcf6c689e731c5a051faa0e3d2a914ea0f2,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py""]']",False,[],[],[],[],2014-11-21
97,commit_messages,,nilearn,nilearn,lesteve,2014-12-15 14:22:21,"Merge pull request #319 from lesteve/add-assert-raises-regexp

Add assert_raises_regexp in nilearn._utils.testing",03e61aeeee656ebcde94e5e2be7fea10d48a367e,,"api.github.com,git_clone","[u'[""nilearn/tests/test_datasets.py"", ""nilearn/image/tests/test_resampling.py"", ""nilearn/_utils/testing.py"", ""nilearn/input_data/tests/test_nifti_region.py""]']",False,[],"[{u'raw': u'#319', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'319', u'']}]",[],[],2014-12-15
102,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-12-02 19:17:35,MISC: avoid deprecation with new numpy,04075a40047b1c56119152e20a127ac75ef47076,,"api.github.com,git_clone","[u'[""nilearn/decoding/space_net_solvers.py""]']",False,[],[],[],[],2014-12-02
152,commit_messages,,nilearn,nilearn,dohmatob,2014-12-12 10:02:07,ENH: addressing @gael's comments about spurous start(...) method in EarlyStoppingCallback,05f62f72a76a4b7b1513c0638d0c3abd15a21bfd,,"api.github.com,git_clone","[u'[""nilearn/decoding/space_net.py""]']",False,[],[],[u'@gael'],[],2014-12-12
199,commit_messages,,nilearn,nilearn,dohmatob,2014-12-08 14:27:47,"NF: fetcher for PMG (code stubb, only works locally for now)",07bbcbb72cbfcea9ef10087167163138165c5003,,"api.github.com,git_clone","[u'[""plot_poldrack_space_net.py"", ""nilearn/datasets.py""]']",False,[],[],[],[],2014-12-08
228,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-12-02 19:17:22,DOC: complete the docstring,08ba4b53c1c53f9b7fb889281d0e6425549c00bc,,"api.github.com,git_clone","[u'[""nilearn/decoding/space_net.py""]']",False,[],[],[],[],2014-12-02
391,commit_messages,,nilearn,nilearn,AlexandreAbraham,2014-12-08 09:36:08,Update developper documentation for datasets.,105881b239697ab1306aaceee76fa5a4ff2a1f47,,"api.github.com,git_clone","[u'[""nilearn/datasets.py""]']",False,[],[],[],[],2014-12-08
444,commit_messages,,nilearn,nilearn,banilo,2014-12-04 11:55:16,API: globally unifying niimg/img in functions/variables,12c3053e78d6338256b8556a6b0888b86c27863e,,"api.github.com,git_clone","[u'[""nilearn/image/__init__.py"", ""nilearn/input_data/tests/test_nifti_masker.py"", ""nilearn/decomposition/multi_pca.py"", ""plot_affine_transformation.py"", ""plot_haxby_simple.py"", ""nilearn/_utils/__init__.py"", ""plot_oasis_vbm.py"", ""nilearn/tests/test_niimg_conversions.py"", ""nilearn/image/image.py"", ""nilearn/input_data/nifti_masker.py"", ""nilearn/input_data/base_masker.py"", ""nilearn/image/tests/test_image.py"", ""plot_mask_computation.py"", ""nilearn/image/resampling.py"", ""nilearn/_utils/niimg_conversions.py"", ""nilearn/input_data/tests/test_base_masker.py"", ""nilearn/decoding/searchlight.py"", ""nilearn/decomposition/canica.py"", ""nilearn/plotting/img_plotting.py"", ""nilearn/input_data/nifti_region.py"", ""nilearn/masking.py"", ""nilearn/region.py"", ""nilearn/input_data/multi_nifti_masker.py"", ""nilearn/plotting/slicers.py""]']",False,[],[],[],[],2014-12-04
448,commit_messages,,nilearn,nilearn,lesteve,2014-11-20 09:57:13,"Fix auto threshold in img_plotting.py

Replace + by - to ensure that some voxels pass the threshold",12db24e92f81f40ba9e5ebf406d5b6e9cbfb0163,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py""]']",False,[],[],[],[],2014-11-20
537,commit_messages,,nilearn,nilearn,eickenberg,2014-11-19 11:59:42,"[ENH] allow specification of vmin in plot_stat_map

This allows plotting e.g. p-values with a sensible use of the colorbar. Proposed after discussion with @mrahim and @lesteve",165591a64dad335581a9881844d23fd673c84a41,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py""]']",False,[],[],"[u'@lesteve', u'@mrahim']",[],2014-11-19
551,commit_messages,,nilearn,nilearn,dohmatob,2014-12-12 09:45:25,restored default l1_ratios to .5 (from .75),16dee5a66bd7f5df1d37830552a9dff0e032f497,,"api.github.com,git_clone","[u'[""nilearn/decoding/space_net.py""]']",False,[],[],[],[],2014-12-12
561,commit_messages,,nilearn,nilearn,dohmatob,2014-12-03 14:56:11,"-BF: confusing rescale_alpha param removed from code base
-BF: multiple tiny bugs
-BF: restored broken oasis demo",172a30ece780dacad0c340090973df814cbbe6cc,,"api.github.com,git_clone","[u'[""nilearn/decoding/tests/test_smooth_lasso.py"", ""nilearn/decoding/tests/test_space_net.py"", ""nilearn/decoding/space_net.py"", ""nilearn/decoding/space_net_solvers.py""]']",False,[],[],[],[],2014-12-03
571,commit_messages,,nilearn,nilearn,dohmatob,2014-11-20 10:26:17,REFACTOR: in space_net.py cv scores are 'bigger is better',17ac0b493078623f0baf6ed0ae61f31736251365,,"api.github.com,git_clone","[u'[""nilearn/decoding/tests/test_space_net.py"", ""plot_poldrack_space_net.py"", ""nilearn/decoding/space_net.py""]']",False,[],[],[],[],2014-11-20
626,commit_messages,,nilearn,nilearn,dohmatob,2014-11-23 10:31:17,BF: wrong docstring about ventral mask in plot_haxby_space_net.py demo,1a28dbc409d6e3a105a38aaf08ae846a327700e4,,"api.github.com,git_clone","[u'[""plot_haxby_space_net.py""]']",False,[],[],[],[],2014-11-23
670,commit_messages,,nilearn,nilearn,banilo,2014-12-12 13:26:49,restored comment,1be1f48fa0acc0392fa04d678d6add55b739ab91,,"api.github.com,git_clone","[u'[""nilearn/plotting/displays.py""]']",False,[],[],[],[],2014-12-12
692,commit_messages,,nilearn,nilearn,dohmatob,2014-12-18 21:15:37,BF: train_size=.8 in oasis space net demo,1c6b70fa42987975beb204175f8c17a0bfedbdf1,,"api.github.com,git_clone","[u'[""examples/plot_oasis_vbm_space_net.py""]']",False,[],[],[],[],2014-12-18
707,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-12-02 10:02:00,MISC: Cosmetics in the example,1d522e31dfa78e2b82b8ad0124d7179ab0169327,,"api.github.com,git_clone","[u'[""plot_haxby_space_net.py""]']",False,[],[],[],[],2014-12-02
714,commit_messages,,nilearn,nilearn,dohmatob,2014-12-17 15:16:51,EXPERIMENTS: debugging why good alphas don't mean good maps,1d8e5f55c93bfea58eab1568f22896e05522b847,,"api.github.com,git_clone","[u'[""plot_haxby_space_net.py"", ""plot_poldrack_space_net.py"", ""nilearn/decoding/space_net.py""]']",False,[],[],[],[],2014-12-17
803,commit_messages,,nilearn,nilearn,lesteve,2014-12-10 09:53:50,Fix broken links after examples reorganisation,216c9f28791f0dfc4614bc0aa52aed0c28d7f6c3,,"api.github.com,git_clone","[u'[""doc/building_blocks/manipulating_mr_images.rst"", ""doc/data_analysis/functional_connectomes.rst"", ""doc/building_blocks/plotting.rst"", ""doc/building_blocks/estimator_choice.rst"", ""doc/data_analysis/resting_state_networks.rst"", ""doc/building_blocks/data_preparation.rst"", ""doc/data_analysis/parcellating.rst"", ""doc/building_blocks/searchlight.rst"", ""doc/building_blocks/pipeline_introduction.rst"", ""doc/building_blocks/ica.rst"", ""doc/building_blocks/decoding_simulated.rst"", ""doc/data_analysis/decoding.rst""]']",False,[],[],[],[],2014-12-10
826,commit_messages,,nilearn,nilearn,lesteve,2014-11-24 07:44:56,"Merge pull request #290 from banilo/doc_thresh

Adding missing 'threshold' docstrings in plotting functions",2280a3ddd621732f0b518e995ef290ab3d9a01d6,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py"", ""nilearn/plotting/slicers.py""]']",False,[],"[{u'raw': u'#290', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'290', u'']}]",[],[],2014-11-24
