,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
91,commit_messages,,nilearn,nilearn,AlexandreAbraham,2016-08-12 07:37:01,"Merge pull request #1239 from bthirion/dtype_in_concat_niimgs

[MRG+1] Dtype in concat niimgs",03c49df0c379270238d4f84f1909d61ad05ba409,,"api.github.com,git_clone","[u'[""nilearn/tests/test_niimg_conversions.py"", ""nilearn/_utils/niimg_conversions.py""]']",False,[],"[{u'raw': u'#1239', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1239', u'']}]",[],[],2016-08-12
105,commit_messages,,nilearn,nilearn,salma1601,2016-08-07 21:23:36,add comment on LedoitWolf estimator benefit,043113bd5d04b079445475c3dc4490be0f9cc57a,,"api.github.com,git_clone","[u'[""examples/03_connectivity/plot_adhd_spheres.py""]']",False,[],[],[],[],2016-08-07
114,commit_messages,,nilearn,nilearn,salma1601,2016-08-11 08:54:12,add vectorize option and inverse_transform method,047b145b473f4406cd99d5f04e454af6213bbcc3,,"api.github.com,git_clone","[u'[""nilearn/connectome/connectivity_matrices.py""]']",False,[],[],[],[],2016-08-11
376,commit_messages,,nilearn,nilearn,AlexandreAbraham,2016-08-09 09:32:55,Remove debug print.,0f870e0e84c02f3cfd49d671e23b5948840455d0,,"api.github.com,git_clone","[u'[""nilearn/decoding/searchlight.py""]']",False,[],[],[],[],2016-08-09
386,commit_messages,,nilearn,nilearn,AlexandreAbraham,2016-08-12 13:40:07,Fix name,102802c3fda1a992105eb44d3c26c906c2cb3a89,,"api.github.com,git_clone","[u'[""doc/whats_new.rst""]']",False,[],[],[],[],2016-08-12
418,commit_messages,,nilearn,nilearn,KamalakerDadi,2016-08-11 21:29:03,n_subjects to int and removing arguments wherever required,1192e2d183557d84eda529c32edf04c0ec7ee28c,,"api.github.com,git_clone","[u'[""nilearn/datasets/func.py""]']",False,[],[],[],[],2016-08-11
479,commit_messages,,nilearn,nilearn,KamalakerDadi,2016-08-02 21:42:12,Improving warning message in function check_threshold when threshold is a float,13e21362ea19e068ff232a10b09a751c00d56f0a,,"api.github.com,git_clone","[u'[""nilearn/_utils/param_validation.py""]']",False,[],[],[],[],2016-08-02
617,commit_messages,,nilearn,nilearn,KamalakerDadi,2016-08-09 22:04:21,"Addressed:subjects accpts only list, changed version, robust check in subjects input",19904b0ce53a90f484ff43bff5c475d2d8c85583,,"api.github.com,git_clone","[u'[""doc/whats_new.rst"", ""examples/01_plotting/plot_haxby_masks.py"", ""nilearn/datasets/func.py"", ""examples/02_decoding/plot_haxby_space_net.py""]']",False,[],[],[],[],2016-08-09
618,commit_messages,,nilearn,nilearn,salma1601,2016-08-12 12:28:23,order dosenbach by default,19a8103e480db410aba470f06a15230f55a0a5ba,,"api.github.com,git_clone","[u'[""nilearn/datasets/atlas.py"", ""nilearn/datasets/tests/test_atlas.py""]']",False,[],[],[],[],2016-08-12
620,commit_messages,,nilearn,nilearn,GaelVaroquaux,2016-08-14 15:55:58,"DOC: add examples to table of content

Useful for discoverability, and also while teaching: to give the section
number to students.",19c8a285bceaddc60c3582d0ef26d9d26a5b90df,,"api.github.com,git_clone","[u'[""doc/user_guide.rst"", ""examples/README.txt""]']",False,[],[],[],[],2016-08-14
771,commit_messages,,nilearn,nilearn,salma1601,2016-08-14 16:32:51,use seed-to-voxel terminology,20320179378c68f72ecab01cf7aab871a0a364f2,,"api.github.com,git_clone","[u'[""examples/03_connectivity/plot_seed_based_correlation.py"", ""examples/03_connectivity/plot_seed_to_voxel_correlation.py""]']",False,[],[],[],[],2016-08-14
817,commit_messages,,nilearn,nilearn,KamalakerDadi,2016-08-09 22:04:21,"Addressed:subjects accpts only list, changed version, robust check in subjects input",222f95af663664173626b646ea869b83d2a6dd95,,"api.github.com,git_clone","[u'[""doc/manipulating_images/input_output.rst"", ""examples/plot_decoding_tutorial.py"", ""nilearn/datasets/func.py"", ""doc/whats_new.rst"", ""examples/05_advanced/plot_haxby_mass_univariate.py"", ""examples/02_decoding/plot_haxby_space_net.py"", ""examples/02_decoding/plot_haxby_grid_search.py"", ""examples/01_plotting/plot_visualization.py"", ""examples/01_plotting/plot_demo_plotting.py"", ""examples/02_decoding/plot_haxby_different_estimators.py"", ""examples/01_plotting/plot_demo_more_plotting.py"", ""examples/01_plotting/plot_haxby_masks.py"", ""examples/02_decoding/plot_haxby_stimuli.py"", ""examples/02_decoding/plot_haxby_full_analysis.py"", ""examples/02_decoding/plot_haxby_multiclass.py"", ""nilearn/datasets/tests/test_func.py"", ""examples/04_manipulating_images/plot_roi_extraction.py"", ""examples/02_decoding/plot_haxby_searchlight.py""]']",False,[],[],[],[],2016-08-09
