,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
996,commit_messages,,nilearn,nilearn,pgervais,2013-05-17 09:07:56,"Added labels in output of signals_to_img_maps()

When the mask_img parameter is not None, some region may be entirely
outside the mask and disappear. This output value tells the calling code
which regions have been kept and which have been dropped.

The behaviour is now consistent with that of signals_to_img_labels().",28da38dcb65eacb37acc19cab16481b72dae8392,,"api.github.com,git_clone","[u'[""nisl/tests/test_region.py"", ""nisl/region.py""]']",False,[],[],[],[],2013-05-17
1161,commit_messages,,nilearn,nilearn,pgervais,2013-05-17 13:08:43,"Suppress a spurious warning by NiftiMasker

A spurious warning was issued in the following case:

   masker = NiftiMasker(mask=mask)
   masker.fit_transform()

i.e. NiftiMasker initialized with a mask then fit_transform() call.",2fc86772db0a508771fe33ad74d929233b0530a0,,"api.github.com,git_clone","[u'[""nisl/io/tests/test_nifti_masker.py"", ""nisl/io/base_masker.py"", ""nisl/io/tests/__init__.py""]']",False,[],[],[],[],2013-05-17
1390,commit_messages,,nilearn,nilearn,pgervais,2013-05-15 13:19:28,"Fixed several documentation problems

On example page, the name of the root directory was hard-coded, this is fixed.

Fixed some non-critical documentation compilation problems, and typos.",3a0dcab01df41cbc33d77eee72b7cddeca055ffd,,"api.github.com,git_clone","[u'[""nisl/io/nifti_multi_masker.py"", ""nisl/io/nifti_masker.py"", ""plot_regions_covariance_advanced.py"", ""plot_rest_clustering.py"", ""doc/index.rst"", ""plot_regions_covariance.py"", ""doc/sphinxext/gen_rst.py""]']",False,[],[],[],[],2013-05-15
1951,commit_messages,,nilearn,nilearn,pgervais,2013-05-13 12:22:02,Removed NislImage class.,521db9a1c36e5f9d1bce10789c31e54089030aba,,"api.github.com,git_clone","[u'[""nisl/utils.py""]']",False,[],[],[],[],2013-05-13
2444,commit_messages,,nilearn,nilearn,pgervais,2013-05-14 08:32:50,"Optimized signals_to_img_labels()

This function runs much faster when given a large (>1000) number of regions.
The found speedup factor is around 6 times on the developer's machine.",65955343b3a66dc20e9152b3f1866d0e0ef43e45,,"api.github.com,git_clone","[u'[""nisl/testing.py"", ""nisl/region.py""]']",False,[],[],[],[],2013-05-14
2710,commit_messages,,nilearn,nilearn,pgervais,2013-05-16 13:17:51,"Refactoring: renamed nisl.signals in nisl.signal

Dropped the ""s"" at the end of the module name, to be consistent
with scipy.signal.",70a360ef031aa8621c50021e9390227abaf69f85,,"api.github.com,git_clone","[u'[""nisl/io/nifti_multi_masker.py"", ""nisl/signals.py"", ""nisl/io/base_masker.py"", ""nisl/io/nifti_region.py"", ""nisl/tests/test_image.py"", ""nisl/io/nifti_masker.py"", ""nisl/tests/test_signals.py"", ""nisl/image.py"", ""nisl/tests/test_signal.py"", ""nisl/signal.py"", ""nisl/tests/__init__.py""]']",False,[],[],[],[],2013-05-16
2742,commit_messages,,nilearn,nilearn,pgervais,2013-05-14 15:56:22,"Docstring style fixes

All docstrings are now in numpy-style.
Some docstrings have been expanded, a some typos have been corrected.",71c346448e34e908c4db3acc73f027dc16d63097,,"api.github.com,git_clone","[u'[""nisl/signals.py"", ""nisl/datasets.py"", ""nisl/region.py"", ""nisl/resampling.py"", ""nisl/masking.py"", ""nisl/searchlight.py"", ""nisl/testing.py"", ""nisl/__init__.py"", ""nisl/image.py"", ""nisl/utils.py""]']",False,[],[],[],[],2013-05-14
2748,commit_messages,,nilearn,nilearn,pgervais,2013-05-14 15:09:03,"Lots of documentation fixes

Fixed a lot of things in documentation.
nisl.region is properly documented.
All example scripts run (plot_nifti_simple has been significantly modified)",71d7505d335e1aa208ecd804606368c4687a4690,,"api.github.com,git_clone","[u'[""nisl/signals.py"", ""nisl/region.py"", ""plot_regions_covariance_advanced.py"", ""plot_regions_covariance.py"", ""plot_nifti_simple.py"", ""plot_visualization.py"", ""doc/modules/classes.rst""]']",False,[],[],[],[],2013-05-14
2808,commit_messages,,nilearn,nilearn,pgervais,2013-05-17 15:09:03,Small fix.,743ad037d699103a933f3f1c7b3c4f0353343f80,,"api.github.com,git_clone","[u'[""nisl/io/nifti_region.py""]']",False,[],[],[],[],2013-05-17
2855,commit_messages,,nilearn,nilearn,pgervais,2013-05-14 16:31:01,Fixed some bugs caused by the merge with master,7666e17fd5e1fa788371060fbec379fdf06a8f10,,"api.github.com,git_clone","[u'[""plot_nifti_simple.py"", ""plot_visualization.py""]']",False,[],[],[],[],2013-05-14
