,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
194,commit_messages,,idan,oauthlib,josephtate,2015-02-27 07:06:02,add failing test,281e2773b18051b0091a62780c0387a98c99660a,,"api.github.com,git_clone","[u'[""tests/oauth2/rfc6749/test_parameters.py""]']",False,[],[],[],[],2015-02-27
600,commit_messages,,idan,oauthlib,djmitche,2015-02-27 19:58:30,"Improve documentation for save_authorization_code et al.

This is based on a reading of the code and the RFC.",8a44ea0825a723da2bd8441ba46f903945d07299,,"api.github.com,git_clone","[u'[""oauthlib/oauth2/rfc6749/request_validator.py""]']",False,[],[],[],[],2015-02-27
951,commit_messages,,idan,oauthlib,djmitche,2015-02-27 20:18:51,Fix documentation for token_generator signature,db12b04e666927786ca8c6459ce1063d6c0d7ec3,,"api.github.com,git_clone","[u'[""docs/oauth2/preconfigured_servers.rst""]']",False,[],[],[],[],2015-02-27
1086,commit_messages,,idan,oauthlib,josephtate,2015-02-27 07:06:37,Fix handling of optional scope params in response when the scope doesn't change. Fixes #306,fb04a84e331e6b0a8fd51ed38cd09445af232b31,,"api.github.com,git_clone","[u'[""oauthlib/oauth2/rfc6749/tokens.py""]']",False,[],"[{u'raw': u'#306', u'refstyle': u'#d', u'parts': [u'idan', u'oauthlib', u'306', u'']}]",[],[],2015-02-27
1549,pull_request_commit,321.0,idan,oauthlib,djmitche,2015-02-27 19:58:30,"Improve documentation for save_authorization_code et al.

This is based on a reading of the code and the RFC.",2f94fe412d55d76bb1bcc1786d4f96e414a8821a,,api.github.com,,False,[],[],[],[],2015-02-27
1551,pull_request_commit,323.0,idan,oauthlib,josephtate,2015-02-27 07:06:02,add failing test,281e2773b18051b0091a62780c0387a98c99660a,,api.github.com,,False,[],[],[],[],2015-02-27
1552,pull_request_commit,323.0,idan,oauthlib,josephtate,2015-02-27 07:06:37,Fix handling of optional scope params in response when the scope doesn't change. Fixes #306,fb04a84e331e6b0a8fd51ed38cd09445af232b31,,api.github.com,,False,[],"[{u'raw': u'#306', u'refstyle': u'#d', u'parts': [u'idan', u'oauthlib', u'306', u'']}]",[],[],2015-02-27
1553,pull_request_commit,324.0,idan,oauthlib,JonnyFunFun,2015-02-27 13:59:54,OAuth2 client base fixes,d429dfd823307a2886ab8955c5f88ec4f611f0ad,,api.github.com,,False,[],[],[],[],2015-02-27
1554,pull_request_commit,324.0,idan,oauthlib,JonnyFunFun,2015-02-27 14:24:00,Adding cryptography requirement for build,47b72ed5098b54e73de18d2a76aebf30585f9efb,,api.github.com,,False,[],[],[],[],2015-02-27
1555,pull_request_commit,325.0,idan,oauthlib,djmitche,2015-02-27 20:18:51,Fix documentation for token_generator signature,db12b04e666927786ca8c6459ce1063d6c0d7ec3,,api.github.com,,False,[],[],[],[],2015-02-27
1592,pull_request_commit,360.0,idan,oauthlib,djmitche,2015-02-27 19:58:30,"Improve documentation for save_authorization_code et al.

This is based on a reading of the code and the RFC.",8a44ea0825a723da2bd8441ba46f903945d07299,,api.github.com,,False,[],[],[],[],2015-02-27
