,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
60,commit_messages,,idan,oauthlib,ib-lundgren,2012-04-26 13:53:23,Moved import to top,0b0705bf18b6451e8d1db3804c42f6ace1c3150c,,"api.github.com,git_clone","[u'[""oauthlib/oauth1/rfc5849/utils.py""]']",False,[],[],[],[],2012-04-26
108,commit_messages,,idan,oauthlib,dgouldin,2012-04-24 16:03:00,"Merge remote-tracking branch 'origin/master'

Conflicts:
	oauthlib/oauth1/rfc5849/signature.py",183353d029f5f6dfad0bc3b3682ba811b3838de3,,"api.github.com,git_clone","[u'[""docs/client.rst"", ""oauthlib/oauth1/rfc5849/utils.py"", ""oauthlib/common.py"", ""tests/test_common.py"", ""oauthlib/oauth1/rfc5849/parameters.py"", ""tests/oauth1/rfc5849/test_parameters.py"", ""oauthlib/oauth1/rfc5849/signature.py"", ""oauthlib/oauth1/rfc5849/__init__.py""]']",False,[],[],[],[],2012-04-24
118,commit_messages,,idan,oauthlib,idan,2012-04-24 06:43:19,"Render request before collecting parameters

Otherwise OAuth parameters aren't collected, duh.",1a359904f43b1537fcbb9d4c802f657262e5196b,,"api.github.com,git_clone","[u'[""oauthlib/oauth1/rfc5849/__init__.py""]']",False,[],[],[],[],2012-04-24
204,commit_messages,,idan,oauthlib,idan,2012-04-25 06:39:18,"Merge pull request #23 from calebbrown/bugs/broken_server

Fix the failing server tests.",29e9ff2188c0047d4ea1ac1c08b69fe2a6afabfc,,"api.github.com,git_clone","[u'[""oauthlib/oauth1/rfc5849/__init__.py"", ""tests/oauth1/rfc5849/test_server.py""]']",False,[],"[{u'raw': u'#23', u'refstyle': u'#d', u'parts': [u'idan', u'oauthlib', u'23', u'']}]",[],[],2012-04-25
254,commit_messages,,idan,oauthlib,idan,2012-04-24 06:42:21,Allow rendering of body signatures without supplied body params,389a1b63686b50bfec7a732a2b38cf2d11caa9c4,,"api.github.com,git_clone","[u'[""oauthlib/oauth1/rfc5849/__init__.py""]']",False,[],[],[],[],2012-04-24
266,commit_messages,,idan,oauthlib,ib-lundgren,2012-04-26 11:13:09,Regex fix,3ac2b61395f4e9489aa4ee8cc46ef68ef9ac9082,,"api.github.com,git_clone","[u'[""oauthlib/oauth1/rfc5849/utils.py"", ""tests/oauth1/rfc5849/test_utils.py""]']",False,[],[],[],[],2012-04-26
304,commit_messages,,idan,oauthlib,calebbrown,2012-04-24 23:15:20,"Fix the failing tests.

 * Order of values returned from client.sign() were changed
 * Call to Client.get_oauth_signature() in
   Server.check_request_signature() needs to take a Request()",41576dbcd659dc09a042191d41f460f138b96102,,"api.github.com,git_clone","[u'[""oauthlib/oauth1/rfc5849/__init__.py"", ""tests/oauth1/rfc5849/test_server.py""]']",False,[],[],[],[],2012-04-24
362,commit_messages,,idan,oauthlib,dgouldin,2012-04-24 16:20:25,Removing an errant comma (oops). NOTE: 2 tests are currently broken: tests.oauth1.rfc5849.test_server.ServerTests.test_server_callback_request & tests.oauth1.rfc5849.test_server.ServerTests.test_basic_server_request,4f3c81a194a725b7b9eea4ea6d9f663cf6b9c036,,"api.github.com,git_clone","[u'[""oauthlib/oauth1/rfc5849/signature.py""]']",False,[],[],[],[],2012-04-24
604,commit_messages,,idan,oauthlib,dgouldin,2012-04-24 15:39:36,Improving in-line documentation of oauth1 rfc5849 signatures (section 3.4) for the purpose of annotated source.,8ac67937a76f22b204ab0772173ee70dc9335d7d,,"api.github.com,git_clone","[u'[""oauthlib/oauth1/rfc5849/signature.py""]']",False,[],[],[],[],2012-04-24
630,commit_messages,,idan,oauthlib,idan,2012-04-24 07:54:42,Correct 'url-formencoded' to 'form-urlencoded',908e51b6becf25e719a41eff1291ca39504411bf,,"api.github.com,git_clone","[u'[""oauthlib/oauth1/rfc5849/__init__.py""]']",False,[],[],[],[],2012-04-24
678,commit_messages,,idan,oauthlib,ib-lundgren,2012-04-26 13:47:02,urldecode,9c2a6dadcf54142c378677ae38d6833e397ae21b,,"api.github.com,git_clone","[u'[""oauthlib/oauth1/rfc5849/utils.py""]']",False,[],[],[],[],2012-04-26
684,commit_messages,,idan,oauthlib,idan,2012-04-24 06:45:47,Add debug logging,9dc02da6e6043d91387b153526821130628210dc,,"api.github.com,git_clone","[u'[""oauthlib/oauth1/rfc5849/__init__.py""]']",False,[],[],[],[],2012-04-24
695,commit_messages,,idan,oauthlib,ib-lundgren,2012-04-26 13:51:38,"Revert ""urldecode""

This reverts commit 9c2a6dadcf54142c378677ae38d6833e397ae21b.",a07d520defb04f0d35febb55470d331ef451da92,,"api.github.com,git_clone","[u'[""oauthlib/oauth1/rfc5849/utils.py""]']",False,[],[],[],[],2012-04-26
732,commit_messages,,idan,oauthlib,idan,2012-04-24 13:18:14,Prevent degenerate extraction of non-formencoded strings,a998e084ff98d44e615cb0fc5d2e3991135ad9c5,,"api.github.com,git_clone","[u'[""oauthlib/common.py""]']",False,[],[],[],[],2012-04-24
762,commit_messages,,idan,oauthlib,ib-lundgren,2012-04-26 10:56:55,paraphrase,b43faf7a3deae34c38e60a0af689fb91018c4101,,"api.github.com,git_clone","[u'[""oauthlib/oauth1/rfc5849/utils.py""]']",False,[],[],[],[],2012-04-26
812,commit_messages,,idan,oauthlib,idan,2012-04-24 13:18:28,Update testcases with valid outputs,c06dcfb665faa92a80a89054b82480636d40c7b1,,"api.github.com,git_clone","[u'[""tests/oauth1/rfc5849/test_parameters.py""]']",False,[],[],[],[],2012-04-24
855,commit_messages,,idan,oauthlib,idan,2012-04-24 08:58:06,Signed requests with bodies are returned already formencoded,c8cb12879f600b1af3eefeece95e91d5bddc62c0,,"api.github.com,git_clone","[u'[""oauthlib/oauth1/rfc5849/__init__.py""]']",False,[],[],[],[],2012-04-24
882,commit_messages,,idan,oauthlib,ib-lundgren,2012-04-26 13:34:25,refactor regex,cd8d0ab8b43cb12f4de96767eae694842e6fbceb,,"api.github.com,git_clone","[u'[""oauthlib/oauth1/rfc5849/utils.py""]']",False,[],[],[],[],2012-04-26
897,commit_messages,,idan,oauthlib,dgouldin,2012-04-24 16:07:42,Changing signatures.construct_base_string to more closely follow the spec documentation.,d17fa0ef84b769bf48faab57cb00456e4e1a7e53,,"api.github.com,git_clone","[u'[""oauthlib/oauth1/rfc5849/signature.py""]']",False,[],[],[],[],2012-04-24
1006,commit_messages,,idan,oauthlib,ib-lundgren,2012-04-26 10:53:06,Decode urlencoded properly,e6ea39fef208873100ad225d4b3ec4c225aa4201,,"api.github.com,git_clone","[u'[""oauthlib/oauth1/rfc5849/utils.py"", ""tests/oauth1/rfc5849/test_utils.py""]']",False,[],[],[],[],2012-04-26
1212,pull_request_commit,23.0,idan,oauthlib,calebbrown,2012-04-24 23:15:20,"Fix the failing tests.

 * Order of values returned from client.sign() were changed
 * Call to Client.get_oauth_signature() in
   Server.check_request_signature() needs to take a Request()",41576dbcd659dc09a042191d41f460f138b96102,,api.github.com,,False,[],[],[],[],2012-04-24
1213,pull_request_commit,24.0,idan,oauthlib,ib-lundgren,2012-04-26 10:53:06,Decode urlencoded properly,e6ea39fef208873100ad225d4b3ec4c225aa4201,,api.github.com,,False,[],[],[],[],2012-04-26
1214,pull_request_commit,24.0,idan,oauthlib,ib-lundgren,2012-04-26 10:56:55,paraphrase,b43faf7a3deae34c38e60a0af689fb91018c4101,,api.github.com,,False,[],[],[],[],2012-04-26
1215,pull_request_commit,24.0,idan,oauthlib,ib-lundgren,2012-04-26 11:13:09,Regex fix,3ac2b61395f4e9489aa4ee8cc46ef68ef9ac9082,,api.github.com,,False,[],[],[],[],2012-04-26
1216,pull_request_commit,24.0,idan,oauthlib,ib-lundgren,2012-04-26 13:34:25,refactor regex,cd8d0ab8b43cb12f4de96767eae694842e6fbceb,,api.github.com,,False,[],[],[],[],2012-04-26
1217,pull_request_commit,24.0,idan,oauthlib,ib-lundgren,2012-04-26 13:47:02,urldecode,9c2a6dadcf54142c378677ae38d6833e397ae21b,,api.github.com,,False,[],[],[],[],2012-04-26
1218,pull_request_commit,24.0,idan,oauthlib,ib-lundgren,2012-04-26 13:51:38,"Revert ""urldecode""

This reverts commit 9c2a6dadcf54142c378677ae38d6833e397ae21b.",a07d520defb04f0d35febb55470d331ef451da92,,api.github.com,,False,[],[],[],[],2012-04-26
1219,pull_request_commit,24.0,idan,oauthlib,ib-lundgren,2012-04-26 13:53:23,Moved import to top,0b0705bf18b6451e8d1db3804c42f6ace1c3150c,,api.github.com,,False,[],[],[],[],2012-04-26
