,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
187,commit_messages,,idan,oauthlib,flippmoke,2013-05-07 21:26:23,Updated the documentation for dynamic scopes.,273d5139a880a90dc6afd658199339af8e031e6d,,"api.github.com,git_clone","[u'[""docs/server2.rst""]']",False,[],[],[],[],2013-05-07
313,commit_messages,,idan,oauthlib,flippmoke,2013-05-07 21:06:29,Small modification so that the dynamnic scopes now will pass the requests object in django.,43887add3a7bdccfdc5af9bde43559101cd3ed02,,"api.github.com,git_clone","[u'[""oauthlib/oauth2/ext/django.py""]']",False,[],[],[],[],2013-05-07
545,commit_messages,,idan,oauthlib,flippmoke,2013-05-07 21:00:54,"Added a new extension for oauth2 providers that integrates with flask.

Modified the existing scopes argument for django provider so that it now will
accept a function as well as a list object. This is done so that scopes can be dynamically
set.",7b00c4d7b0eeedceb30f67ad569569a7969c4da9,,"api.github.com,git_clone","[u'[""oauthlib/oauth2/ext/flask.py"", ""AUTHORS""]']",False,[],[],[],[],2013-05-07
692,commit_messages,,idan,oauthlib,stephane,2013-05-07 10:06:18,Missing space in documentation,9fb3d3841fa1d3278cc2f60573c96e7fedbecd78,,"api.github.com,git_clone","[u'[""docs/server2.rst""]']",False,[],[],[],[],2013-05-07
857,commit_messages,,idan,oauthlib,stephane,2013-05-07 08:39:50,"Wrap all paragraphs at 80 characters

Cosmetic but large patch.",c940f9f8b1c85fcc177dfc0c7a2705bc89506376,,"api.github.com,git_clone","[u'[""docs/oauth2_overview.rst"", ""docs/server2.rst"", ""docs/client.rst"", ""docs/tokens.rst"", ""docs/server.rst"", ""docs/endpoints.rst"", ""docs/contributing.rst"", ""docs/index.rst""]']",False,[],[],[],[],2013-05-07
916,commit_messages,,idan,oauthlib,ib-lundgren,2013-05-07 20:16:17,"Merge pull request #147 from Kroisse/fix-test

Check data with extra parameters by the appropriate asserts",d47df02105a9454c0b603d1865fa82b22d001286,,"api.github.com,git_clone","[u'[""tests/oauth2/draft25/test_client.py""]']",False,[],"[{u'raw': u'#147', u'refstyle': u'#d', u'parts': [u'idan', u'oauthlib', u'147', u'']}]",[],[],2013-05-07
975,commit_messages,,idan,oauthlib,Kroisse,2013-05-07 18:54:49,"Check data with extra parameters by the right way

Length-checking asserts are replaced to the appropriate assert methods,
assertURLEqual() and assertFormBodyEqual(), introduced in
e2db7dd548dc286001e1fc9f43caef1501d2c926.",e02afa5c5ea05ccc3f851ca48e3c734a919203a3,,"api.github.com,git_clone","[u'[""tests/oauth2/draft25/test_client.py""]']",False,[],[],[],[],2013-05-07
1101,commit_messages,,idan,oauthlib,stephane,2013-05-07 08:45:35,Simplification of a sentence,fe58ce9ab43d56160c0447e7f48c87cd94e1ac3a,,"api.github.com,git_clone","[u'[""docs/server2.rst""]']",False,[],[],[],[],2013-05-07
1335,pull_request_commit,147.0,idan,oauthlib,Kroisse,2013-05-07 18:54:49,"Check data with extra parameters by the right way

Length-checking asserts are replaced to the appropriate assert methods,
assertURLEqual() and assertFormBodyEqual(), introduced in
e2db7dd548dc286001e1fc9f43caef1501d2c926.",e02afa5c5ea05ccc3f851ca48e3c734a919203a3,,api.github.com,,False,[],[],[],[],2013-05-07
1336,pull_request_commit,148.0,idan,oauthlib,flippmoke,2013-05-07 21:00:54,"Added a new extension for oauth2 providers that integrates with flask.

Modified the existing scopes argument for django provider so that it now will
accept a function as well as a list object. This is done so that scopes can be dynamically
set.",7b00c4d7b0eeedceb30f67ad569569a7969c4da9,,api.github.com,,False,[],[],[],[],2013-05-07
1337,pull_request_commit,148.0,idan,oauthlib,flippmoke,2013-05-07 21:06:29,Small modification so that the dynamnic scopes now will pass the requests object in django.,43887add3a7bdccfdc5af9bde43559101cd3ed02,,api.github.com,,False,[],[],[],[],2013-05-07
1338,pull_request_commit,148.0,idan,oauthlib,flippmoke,2013-05-07 21:26:23,Updated the documentation for dynamic scopes.,273d5139a880a90dc6afd658199339af8e031e6d,,api.github.com,,False,[],[],[],[],2013-05-07
1341,pull_request_commit,149.0,idan,oauthlib,stephane,2013-05-07 08:39:50,"Wrap all paragraphs at 80 characters

Cosmetic but large patch.",c940f9f8b1c85fcc177dfc0c7a2705bc89506376,,api.github.com,,False,[],[],[],[],2013-05-07
1342,pull_request_commit,149.0,idan,oauthlib,stephane,2013-05-07 08:45:35,Simplification of a sentence,fe58ce9ab43d56160c0447e7f48c87cd94e1ac3a,,api.github.com,,False,[],[],[],[],2013-05-07
1343,pull_request_commit,149.0,idan,oauthlib,stephane,2013-05-07 10:06:18,Missing space in documentation,9fb3d3841fa1d3278cc2f60573c96e7fedbecd78,,api.github.com,,False,[],[],[],[],2013-05-07
