,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
33,commit_messages,,idan,oauthlib,ib-lundgren,2012-03-24 17:37:09,more merge prep,04f38ecee9c40dc80a7fe15934800ee5067f9b0f,,"api.github.com,git_clone",[u'[]'],False,[],[],[],[],2012-03-24
152,commit_messages,,idan,oauthlib,ib-lundgren,2012-03-24 17:27:23,signature -> request_signature,1f4697bd02cd37eed49c425f776c122afd350e03,,"api.github.com,git_clone","[u'[""oauthlib/oauth.py""]']",False,[],[],[],[],2012-03-24
222,commit_messages,,idan,oauthlib,dgouldin,2012-03-24 18:02:32,"Merge pull request #12 from ib-lundgren/dict_and_list_as_body

Allow body=dict/list in sign_request",2f251b6deb645584af805918c4db3d8ab999c751,,"api.github.com,git_clone","[u'[""oauthlib/signature.py""]']",False,[],"[{u'raw': u'#12', u'refstyle': u'#d', u'parts': [u'idan', u'oauthlib', u'12', u'']}]",[],[],2012-03-24
241,commit_messages,,idan,oauthlib,ib-lundgren,2012-03-24 17:36:02,merge prep,354c07006f885b0ff468f44efebe1c4d8df646ec,,"api.github.com,git_clone","[u'[""tests/test_signatures.py"", ""oauthlib/oauth.py""]']",False,[],[],[],[],2012-03-24
297,commit_messages,,idan,oauthlib,ib-lundgren,2012-03-24 17:05:12,Merge branch 'master' of https://github.com/idangazit/oauthlib into hmac_test,3f84a28055620ab656304ebd6e75ff71c02b9c95,,"api.github.com,git_clone","[u'[""tests/test_signatures.py"", ""oauthlib/signature.py"", "".gitignore""]']",False,[u'https://github.com/idangazit/oauthlib'],[],[],[],2012-03-24
369,commit_messages,,idan,oauthlib,dgouldin,2012-03-24 17:15:15,"Merge pull request #5 from ib-lundgren/hmac_test

Updated HMAC test",50f37791e6f8aadd6f8f923047c0ad885023d21a,,"api.github.com,git_clone","[u'[""tests/test_signatures.py""]']",False,[],"[{u'raw': u'#5', u'refstyle': u'#d', u'parts': [u'idan', u'oauthlib', u'5', u'']}]",[],[],2012-03-24
429,commit_messages,,idan,oauthlib,ib-lundgren,2012-03-24 17:07:48,Added control hmac key,6069b12a36a6dcc5e77db594dd842743e786a0e4,,"api.github.com,git_clone","[u'[""tests/test_signatures.py""]']",False,[],[],[],[],2012-03-24
493,commit_messages,,idan,oauthlib,ib-lundgren,2012-03-24 17:47:35,added keywords,6f95a037af0901d49ff3174d33672105b7ef3a08,,"api.github.com,git_clone","[u'[""oauthlib/signature.py""]']",False,[],[],[],[],2012-03-24
504,commit_messages,,idan,oauthlib,ib-lundgren,2012-03-24 17:14:39,Removed oauth_token from required params,72557abea0956324ea34c9edf5e93cde283eab51,,"api.github.com,git_clone","[u'[""oauthlib/oauth.py""]']",False,[],[],[],[],2012-03-24
539,commit_messages,,idan,oauthlib,dgouldin,2012-03-24 17:52:07,"Merge pull request #11 from ib-lundgren/duplicate_keys

Allow empty strings and duplicate keys in query and body",79edcf572ea1c7f038adb4085124c958541e7cd1,,"api.github.com,git_clone","[u'[""tests/test_signatures.py"", ""oauthlib/signature.py""]']",False,[],"[{u'raw': u'#11', u'refstyle': u'#d', u'parts': [u'idan', u'oauthlib', u'11', u'']}]",[],[],2012-03-24
