,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
28,commit_messages,,nilearn,nilearn,chrisfilo,2014-06-16 11:51:35,Added mni template,00f81ffe0c828dfaa7afad8eb23991f9bc2efb4d,,"api.github.com,git_clone","[u'[""nilearn/data/avg152T1_brain.nii.gz""]']",False,[],[],[],[],2014-06-16
35,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-18 17:23:34,DOC: Add slicers to reference,01366aa8a115b20f18aaa6c9506701c09c4b3b5e,,"api.github.com,git_clone","[u'[""doc/modules/reference.rst"", ""doc/building_blocks/plotting.rst""]']",False,[],[],[],[],2014-06-18
223,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-18 09:43:41,Add plotting demo,0880fcfe89ec3b6613f11b6bc1b26d702334d458,,"api.github.com,git_clone","[u'[""nilearn/plotting/find_cuts.py"", ""plot_demo_plotting.py"", ""nilearn/plotting/img_plotting.py""]']",False,[],[],[],[],2014-06-18
229,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-17 17:03:54,Proper heuristic to cut coords,08bbdc182fcabc6ced37ca28ef82e1f68a972abe,,"api.github.com,git_clone","[u'[""plot_canica_resting_state.py"", ""nilearn/plotting/img_plotting.py"", ""nilearn/plotting/coord_tools.py""]']",False,[],[],[],[],2014-06-17
232,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-18 14:01:15,BUG: fix resampling when target_shape is not a tuple,08e00be00b6eb4e915e4f85c8528458941a1ee5c,,"api.github.com,git_clone","[u'[""nilearn/image/resampling.py""]']",False,[],[],[],[],2014-06-18
319,commit_messages,,nilearn,nilearn,chrisfilo,2014-06-17 13:41:41,updated plot ROI extraction to new plotting functions,0cd4045189a35b588679b40b6ad8ae3ba72726bf,,"api.github.com,git_clone","[u'[""plot_roi_extraction.py""]']",False,[],[],[],[],2014-06-17
324,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-16 15:29:20,Pass cmap,0d24e76460c1f8ea2040a76be50428711527f5c5,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py""]']",False,[],[],[],[],2014-06-16
421,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-16 13:50:11,Coding standards,11b2efc547d4b92e69f9aedec100cff72b655942,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py"", ""nilearn/datasets.py""]']",False,[],[],[],[],2014-06-16
509,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-18 16:16:28,ENH: better cut heuristic,15153e4db858266159f64950465414ce65847cc2,,"api.github.com,git_clone","[u'[""nilearn/plotting/find_cuts.py""]']",False,[],[],[],[],2014-06-18
552,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-17 20:48:15,DOC: docstring work,16e5b0ea1c9af78b34027e02fee362bb6caef949,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py""]']",False,[],[],[],[],2014-06-17
554,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-17 21:24:02,"ENH: better cutting heuristic

* Deal properly with flat regions
* Adapt the spacing to the size of the image

Typically these changes are important for the plot_nifti_simple.py file",16fa757d81a923723edf5354dabdd93604772f32,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py"", ""nilearn/plotting/coord_tools.py""]']",False,[],[],[],[],2014-06-17
584,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-18 13:18:31,Clean up unuser code,18479cd52d3874172eeeec7428a66aea1241e14c,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py""]']",False,[],[],[],[],2014-06-18
625,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-17 08:31:58,More test fixing,1a280bb790f64f135e2624104733a8afda87ebea,,"api.github.com,git_clone","[u'[""nilearn/image/tests/test_resampling.py"", ""nilearn/plotting/__init__.py""]']",False,[],[],[],[],2014-06-17
634,commit_messages,,nilearn,nilearn,chrisfilo,2014-06-17 16:41:20,converted simple nifti example to new plotting API,1a95d919b02508bfd9b542c94fad2787ec28a556,,"api.github.com,git_clone","[u'[""plot_nifti_simple.py""]']",False,[],[],[],[],2014-06-17
774,commit_messages,,nilearn,nilearn,chrisfilo,2014-06-18 16:11:10,fixes for adjusting figure size for colorbar,204f4976c51c7cd53c71bef7e3d9cf1cf106c18c,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py"", ""nilearn/plotting/slicers.py""]']",False,[],[],[],[],2014-06-18
848,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-17 14:46:54,Saner slice location heuristic,230628b5cdce2c1f3fb90438aa9c8f48076da68c,,"api.github.com,git_clone","[u'[""nilearn/plotting/coord_tools.py""]']",False,[],[],[],[],2014-06-17
895,commit_messages,,nilearn,nilearn,chrisfilo,2014-06-16 12:31:19,Added skip_if_running_nose.,2540a2ebb632aa03cc6326071f52c8c8dbfcf4d6,,"api.github.com,git_clone","[u'[""nilearn/_utils/testing.py""]']",False,[],[],[],[],2014-06-16
1007,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-17 20:28:43,Better cut heuristic and corresponding tests,294974e36b1c33ebfaa8ade095fcbc10ed93203e,,"api.github.com,git_clone","[u'[""nilearn/plotting/test/test_coord_tools.py"", ""nilearn/plotting/coord_tools.py""]']",False,[],[],[],[],2014-06-17
1067,commit_messages,,nilearn,nilearn,VirgileFritsch,2014-06-16 15:30:06,Localizer: fix example plots that did not work on some installs.,2c1c531d825812b90197baa15872b8e84ff2643f,,"api.github.com,git_clone","[u'[""plot_localizer_mass_univariate_methods.py"", ""plot_localizer_simple_analysis.py""]']",False,[],[],[],[],2014-06-16
1100,commit_messages,,nilearn,nilearn,chrisfilo,2014-06-18 14:25:46,Plenty of colorbar improvement.,2d4bf460db34eed6bb8baa58165527452fa103c2,,"api.github.com,git_clone","[u'[""nilearn/plotting/slicers.py""]']",False,[],[],[],[],2014-06-18
1118,commit_messages,,nilearn,nilearn,ys218403@is220245.(none),2014-06-18 15:00:15,Add comments,2e00a54260cfe4f47b58aedea4cd8200b1c1ca37,,"api.github.com,git_clone","[u'[""nilearn/_utils/testing.py""]']",False,[],[],[],[],2014-06-18
1278,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-16 15:31:08,Fix cmap,3508580f333660201a88bd25ca1aa1cd2b72a39e,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py""]']",False,[],[],[],[],2014-06-16
1322,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-16 10:52:14,Integrate image reordering,374f03f00eec5748c2ec60952829e2826ad06bb2,,"api.github.com,git_clone","[u'[""nilearn/image/resampling.py"", ""nilearn/image/tests/test_resampling.py""]']",False,[],[],[],[],2014-06-16
1353,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-17 07:46:45,Progress on template inclusion,38ac604b6a980b6abf549014f65929cf4c0ed319,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py""]']",False,[],[],[],[],2014-06-17
1372,commit_messages,,nilearn,nilearn,chrisfilo,2014-06-17 16:18:39,Display single axial slice,3966bff57c54bdf8709cceaab6a1df0cfaa33847,,"api.github.com,git_clone","[u'[""plot_canica_resting_state.py""]']",False,[],[],[],[],2014-06-17
1405,commit_messages,,nilearn,nilearn,chrisfilo,2014-06-17 07:59:16,use MNI template constant,3ad7928910642932b4edb5e9f3ac5ea8d30fd91b,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py""]']",False,[],[],[],[],2014-06-17
1422,commit_messages,,nilearn,nilearn,chrisfilo,2014-06-17 16:42:45,import directly from plotting,3bb8b05e50bdfccabdbe61ec15473a4d04257d75,,"api.github.com,git_clone","[u'[""plot_canica_resting_state.py"", ""plot_ica_resting_state.py"", ""plot_roi_extraction.py""]']",False,[],[],[],[],2014-06-17
1442,commit_messages,,nilearn,nilearn,VirgileFritsch,2014-06-19 15:50:54,Cosmit in plot_oasis_example (n_perm=1000 instead of 5000).,3c8fc08c91aaeb4afce5718c5c519612e30f6b5d,,"api.github.com,git_clone","[u'[""plot_oasis_vbm.py""]']",False,[],[],[],[],2014-06-19
1490,commit_messages,,nilearn,nilearn,schwarty,2014-06-18 17:53:13,"Merge pull request #216 from schwarty/fix_generate_fake_fmri

fixing",3ed30e79a9ced30a9992d39404705d526a28439f,,"api.github.com,git_clone","[u'[""nilearn/_utils/testing.py""]']",False,[],"[{u'raw': u'#216', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'216', u'']}]",[],[],2014-06-18
1513,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-17 14:09:56,BUG: avoid having views of data in plots,3fec31ee3f4b3fa85f53f4af6b2a9d8735ad62ad,,"api.github.com,git_clone","[u'[""nilearn/plotting/slicers.py""]']",False,[],[],[],[],2014-06-17
1722,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-18 12:05:40,BUG: add plotting to setup.py,481e22b564f18822c797e9fefae85bc187b6fcde,,"api.github.com,git_clone","[u'[""setup.py""]']",False,[],[],[],[],2014-06-18
1757,commit_messages,,nilearn,nilearn,chrisfilo,2014-06-17 20:58:52,Removed code dealing with NaNs from the haxby searchlight example,49bfd406103815c13f3285c1f41ca08c9508fd4b,,"api.github.com,git_clone","[u'[""plot_haxby_searchlight.py""]']",False,[],[],[],[],2014-06-17
1829,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-16 13:40:01,ENH: Add plotting,4ccc2142ccc637ded780b3f4070a3893a3795fd0,,"api.github.com,git_clone","[u'[""nilearn/plotting/anat_cache.py"", ""nilearn/plotting/test/test_slicers.py"", ""nilearn/plotting/test/__init__.py"", ""nilearn/plotting/img_plotting.py"", ""nilearn/plotting/__init__.py"", ""nilearn/plotting/coord_tools.py"", ""nilearn/plotting/test/test_edge_detect.py"", ""nilearn/plotting/test/test_cm.py"", ""nilearn/plotting/test/foobar"", ""nilearn/plotting/test/test_coord_tools.py"", ""nilearn/plotting/edge_detect.py"", ""nilearn/plotting/test/test_img_plotting.py"", ""nilearn/plotting/slicers.py"", ""nilearn/plotting/cm.py""]']",False,[],[],[],[],2014-06-16
1838,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-18 20:49:26,DOC: document slicer methods,4d0c4ec234759f70aa214c3aa2be27f2a24cda8a,,"api.github.com,git_clone","[u'[""doc/modules/reference.rst"", ""doc/building_blocks/plotting.rst""]']",False,[],[],[],[],2014-06-18
1885,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-16 15:35:18,Actual fix for cmap,4f3e3bf285947f17279e4be9e71880e7153be69c,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py""]']",False,[],[],[],[],2014-06-16
1910,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-17 16:31:13,Deal with nans and cut better,504524089247fcc3fe0a12be8dc5740b5245b53f,,"api.github.com,git_clone","[u'[""nilearn/plotting/slicers.py"", ""nilearn/plotting/img_plotting.py"", ""nilearn/plotting/coord_tools.py""]']",False,[],[],[],[],2014-06-17
1985,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-17 08:03:09,Cosmit,53b324b5a6fef3a0c6eea6b9f79b3259f18d6680,,"api.github.com,git_clone","[u'[""nilearn/plotting/test/test_img_plotting.py""]']",False,[],[],[],[],2014-06-17
2090,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-17 10:10:27,ENH: background detection in plotting,57bdf17df60b26c5060f4c620b6dcdc4b38ea60e,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py""]']",False,[],[],[],[],2014-06-17
2241,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-18 08:37:27,API: _cut_coords -> cut_coords,5d51cc329ed3a3f66412ff263e39912a12521809,,"api.github.com,git_clone","[u'[""nilearn/plotting/slicers.py""]']",False,[],[],[],[],2014-06-18
2314,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-17 15:23:10,"Merge pull request #192 from VirgileFritsch/localizer_covariates

[ENH] Localizer and covariates",606cf161ecabc7b7c92c5fc1b3d13301f7298aa4,,"api.github.com,git_clone","[u'[""plot_localizer_mass_univariate.py"", ""nilearn/tests/test_datasets.py"", ""plot_localizer_simple_analysis.py"", ""plot_localizer_mass_univariate_methods.py"", ""nilearn/datasets.py""]']",False,[],"[{u'raw': u'#192', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'192', u'']}]",[],[],2014-06-17
2324,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-18 12:03:23,DOC: richer plotting example,60f1f55f354c18cf6f4a684d9d925904a9bad5ff,,"api.github.com,git_clone","[u'[""plot_demo_plotting.py""]']",False,[],[],[],[],2014-06-18
2326,commit_messages,,nilearn,nilearn,chrisfilo,2014-06-17 07:45:50,initial work on plot_roi,60ff7909e04063ceed3d2c26acf86d45bdd3fd6c,,"api.github.com,git_clone","[u'[""plot_visualization.py"", ""nilearn/plotting/img_plotting.py"", ""nilearn/plotting/__init__.py""]']",False,[],[],[],[],2014-06-17
2416,commit_messages,,nilearn,nilearn,chrisfilo,2014-06-17 16:08:15,updated CanICA to new plotting routines,649db8e4c5e5a92ee8be8dea4f410a9719024f20,,"api.github.com,git_clone","[u'[""plot_canica_resting_state.py""]']",False,[],[],[],[],2014-06-17
2472,commit_messages,,nilearn,nilearn,ys218403@is220245.(none),2014-06-18 13:21:48,generate_fake_fmri can return an associated classification or regression target,66fb17f22a460cc5bf72f41cd13a61d0820a8072,,"api.github.com,git_clone","[u'[""nilearn/tests/test_testing.py"", ""nilearn/_utils/testing.py""]']",False,[],[],[],[],2014-06-18
2505,commit_messages,,nilearn,nilearn,chrisfilo,2014-06-16 11:52:26,added function to load MNI template,67fed16342f9918caae8503cd57d99cdf68fd5e6,,"api.github.com,git_clone","[u'[""nilearn/tests/test_datasets.py"", ""nilearn/datasets.py""]']",False,[],[],[],[],2014-06-16
2536,commit_messages,,nilearn,nilearn,chrisfilo,2014-06-18 09:13:25,Convert Haxby ANOVA/SVM exmaple to new plotting API,69519223bf6431454329b062d7e93e8a96a365ac,,"api.github.com,git_clone","[u'[""plot_haxby_anova_svm.py""]']",False,[],[],[],[],2014-06-18
2561,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-17 20:48:57,TST: fix tests,6a9f660cc8a532b1b96f8bdb067dd919fe7adef1,,"api.github.com,git_clone","[u'[""nilearn/tests/test_datasets.py""]']",False,[],[],[],[],2014-06-17
2628,commit_messages,,nilearn,nilearn,chrisfilo,2014-06-18 09:06:30,Ward clustering example with new plotting API,6d7ca9dc91a4249302914329b08e13669219e734,,"api.github.com,git_clone","[u'[""plot_rest_clustering.py""]']",False,[],[],[],[],2014-06-18
2645,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-17 09:53:57,COSMIT: move percentile out of plotting,6e476bb3bbbe7c67569501891f2abf08c6b99078,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py"", ""nilearn/_utils/fast_maths.py"", ""nilearn/plotting/test/test_edge_detect.py"", ""nilearn/tests/test_fast_maths.py"", ""nilearn/plotting/edge_detect.py"", ""nilearn/plotting/slicers.py""]']",False,[],[],[],[],2014-06-17
2685,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-17 08:00:35,Remove anat_cache,6fc15fe634b6e59970cd7c12a98f0ceaf107fcbd,,"api.github.com,git_clone","[u'[""nilearn/plotting/anat_cache.py"", ""nilearn/plotting/test/test_img_plotting.py""]']",False,[],[],[],[],2014-06-17
2706,commit_messages,,nilearn,nilearn,chrisfilo,2014-06-18 09:06:12,Switched default colormap for ROI/mask to gist_ncar,706f72ee83eea085a193da9e52023f5c3cdd626d,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py""]']",False,[],[],[],[],2014-06-18
2757,commit_messages,,nilearn,nilearn,chrisfilo,2014-06-17 10:38:26,"cleanup, saner defaults, more input validation",7223bcc45c3a8a291031c0b47372a49044c5ab47,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py""]']",False,[],[],[],[],2014-06-17
2776,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-18 13:06:56,Remove unused code,72e77cfa204a76ebf8d8bce474b11011f3512cb0,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py""]']",False,[],[],[],[],2014-06-18
2779,commit_messages,,nilearn,nilearn,chrisfilo,2014-06-16 14:36:41,plot_img cleanup,73322193cb1d1c6cf2bde8a2106b6ac2c4508327,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py"", ""nilearn/plotting/slicers.py""]']",False,[],[],[],[],2014-06-16
2807,commit_messages,,nilearn,nilearn,VirgileFritsch,2014-06-17 14:49:27,Localizer: Address GaelVaroquaux's comments.,7429cc8986a88eb63c4a1b37ec2c09a2b424a4c8,,"api.github.com,git_clone","[u'[""plot_localizer_simple_analysis.py"", ""nilearn/datasets.py""]']",False,[],[],[],[],2014-06-17
2819,commit_messages,,nilearn,nilearn,chrisfilo,2014-06-18 10:29:14,initial implementation of the colorbar,74ddc66cce509522fc057e2008c48a77fcbdceab,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py"", ""nilearn/plotting/slicers.py""]']",False,[],[],[],[],2014-06-18
2894,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-18 17:19:40,API: add_edges and add_contours,7819659a9f94f59844f1a59cac6ddc0b3433b8a6,,"api.github.com,git_clone","[u'[""nilearn/plotting/test/test_img_plotting.py"", ""nilearn/plotting/slicers.py""]']",False,[],[],[],[],2014-06-18
2917,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-16 11:35:04,Better test,792518a2f2e92fff85fc845d1bb953878350c797,,"api.github.com,git_clone","[u'[""nilearn/image/tests/test_resampling.py""]']",False,[],[],[],[],2014-06-16
2965,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-17 11:29:31,"Merge pull request #210 from GaelVaroquaux/viz

WIP: Plotting for nilearn",7b659c201a2549b80268c91ae66f809217764f15,,"api.github.com,git_clone","[u'[""nilearn/tests/test_datasets.py"", ""doc/modules/reference.rst"", ""nilearn/image/__init__.py"", ""nilearn/plotting/coord_tools.py"", ""plot_haxby_simple.py"", ""nilearn/plotting/img_plotting.py"", ""nilearn/image/tests/test_resampling.py"", ""nilearn/plotting/test/test_cm.py"", ""nilearn/_utils/fast_maths.py"", ""nilearn/data/avg152T1_brain.nii.gz"", ""nilearn/plotting/test/foobar"", ""nilearn/plotting/test/test_slicers.py"", ""nilearn/plotting/test/test_img_plotting.py"", ""nilearn/plotting/test/__init__.py"", ""nilearn/datasets.py"", ""nilearn/_utils/testing.py"", ""nilearn/plotting/test/test_edge_detect.py"", ""nilearn/plotting/test/test_coord_tools.py"", ""nilearn/image/resampling.py"", ""nilearn/plotting/__init__.py"", ""nilearn/tests/test_fast_maths.py"", ""plot_visualization.py"", ""nilearn/plotting/edge_detect.py"", ""nilearn/plotting/cm.py"", ""nilearn/plotting/slicers.py""]']",False,[],"[{u'raw': u'#210', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'210', u'']}]",[],[],2014-06-17
3046,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-17 11:01:44,Move functionnality to image,7f41931f553aeebd8f5eec07c5fe40c0390ebc48,,"api.github.com,git_clone","[u'[""nilearn/image/resampling.py"", ""nilearn/plotting/img_plotting.py"", ""nilearn/image/tests/test_resampling.py"", ""nilearn/plotting/test/test_coord_tools.py"", ""nilearn/plotting/coord_tools.py"", ""nilearn/plotting/slicers.py""]']",False,[],[],[],[],2014-06-17
3073,commit_messages,,nilearn,nilearn,ys218403@is220245.(none),2014-06-18 14:31:11,minor correction,805e4be85edb9101f9d74029face266e4238d522,,"api.github.com,git_clone","[u'[""nilearn/_utils/testing.py""]']",False,[],[],[],[],2014-06-18
3112,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-06-18 14:22:01,Better plots,819a41faa6d55f3455fb51fb0d5fb838b7ef8909,,"api.github.com,git_clone","[u'[""plot_canica_resting_state.py"", ""plot_demo_plotting.py"", ""nilearn/plotting/slicers.py""]']",False,[],[],[],[],2014-06-18
